cm_1_1,cm_1_2,cm_1_3,cm_1_4,cm_1_5,cm_1_6,cm_1_7,cm_2_1,cm_2_2,cm_2_3,cm_2_4,cm_2_5,cm_2_6,cm_2_7,cm_3_1,cm_3_2,cm_3_3,cm_3_4,cm_3_5,cm_3_6,cm_3_7,cm_4_1,cm_4_2,cm_4_3,cm_4_4,cm_4_5,cm_4_6,cm_4_7,cm_5_1,cm_5_2,cm_5_3,cm_5_4,cm_5_5,cm_5_6,cm_5_7,cm_6_1,cm_6_2,cm_6_3,cm_6_4,cm_6_5,cm_6_6,cm_6_7,cm_7_1,cm_7_2,cm_7_3,cm_7_4,cm_7_5,cm_7_6,cm_7_7,filename,classifier,date
481,0,2,3,1,1,12,0,408,0,0,4,0,0,2,0,355,0,16,0,19,6,0,0,53,0,0,0,4,7,18,1,431,0,9,2,0,0,1,0,1,0,14,0,7,0,3,0,479,ConfusionMatrix_CART_2020-06-26.csv,CART,2020-06-26
289,0,0,0,0,0,1,0,269,0,0,2,0,0,1,0,282,0,7,0,6,16,0,0,272,0,0,0,1,1,5,0,282,0,0,58,10,77,18,85,7,24,2,0,1,0,0,0,284,ConfusionMatrix_Cons_2020-06-26.csv,Cons,2020-06-26
497,0,2,0,0,0,1,0,410,0,0,2,0,0,1,0,381,0,5,0,5,6,0,0,53,0,0,0,4,1,12,0,451,0,2,2,0,0,0,0,2,0,6,0,3,0,0,0,494,ConfusionMatrix_GBT_2020-06-26.csv,GBT,2020-06-26
481,0,3,7,0,0,9,0,399,4,0,9,0,0,6,4,361,1,7,0,13,1,0,0,58,0,0,0,6,42,62,0,346,0,14,2,0,0,0,0,0,2,5,0,15,0,1,0,482,ConfusionMatrix_KNN_2020-06-26.csv,KNN,2020-06-26
491,0,3,3,0,0,3,0,405,0,0,7,0,0,0,0,378,0,6,0,8,7,0,0,52,0,0,0,5,1,21,0,438,0,5,2,0,0,1,0,1,0,3,0,7,0,0,0,493,ConfusionMatrix_RF_2020-06-26.csv,RF,2020-06-26
463,0,1,1,1,0,34,0,367,8,0,37,0,0,2,0,361,0,8,1,20,5,0,0,54,0,0,0,5,28,27,0,399,0,11,0,0,1,1,0,2,0,53,0,18,0,0,0,432,ConfusionMatrix_SVM_2020-06-26.csv,SVM,2020-06-26
485,0,0,0,2,0,11,0,434,0,0,4,4,0,2,0,384,0,7,2,35,0,0,0,37,0,0,1,2,0,4,0,195,0,0,1,2,0,0,2,1,2,16,0,28,0,1,2,427,ConfusionMatrix_CART_2020-08-07.csv,CART,2020-08-07
333,0,0,0,0,0,1,0,334,0,0,1,0,0,0,0,288,0,1,0,4,0,0,0,283,0,0,10,1,0,0,0,124,0,0,7,108,113,4,15,39,12,1,0,3,0,0,0,318,ConfusionMatrix_Cons_2020-08-07.csv,Cons,2020-08-07
493,0,1,0,0,0,4,0,441,0,0,1,0,0,0,0,402,0,3,0,25,1,0,0,37,0,0,0,0,0,2,0,199,0,0,0,2,2,1,0,3,0,6,0,15,0,0,0,453,ConfusionMatrix_GBT_2020-08-07.csv,GBT,2020-08-07
491,0,0,0,0,0,7,0,431,6,0,3,0,2,2,13,350,0,8,0,57,0,0,0,37,0,0,1,4,4,29,0,162,0,2,0,2,3,0,1,0,2,8,0,23,0,0,0,443,ConfusionMatrix_KNN_2020-08-07.csv,KNN,2020-08-07
490,0,0,0,1,0,7,0,440,0,0,2,0,0,0,0,396,0,3,0,31,1,0,0,37,0,0,0,1,0,7,0,193,0,0,0,2,3,0,0,1,2,8,0,17,0,0,0,449,ConfusionMatrix_RF_2020-08-07.csv,RF,2020-08-07
485,0,1,0,0,0,12,0,436,5,0,0,1,0,2,5,362,0,6,4,51,0,0,0,37,0,1,0,4,2,11,0,184,0,0,0,2,2,0,0,4,0,93,2,33,0,0,0,346,ConfusionMatrix_SVM_2020-08-07.csv,SVM,2020-08-07
487,0,0,1,1,0,19,0,401,0,0,29,3,0,0,0,323,0,36,0,38,0,0,0,51,1,0,2,1,16,27,0,366,0,6,1,0,2,0,0,2,0,28,0,39,0,2,2,402,ConfusionMatrix_CART_2020-08-10.csv,CART,2020-08-10
279,0,0,0,0,0,3,0,257,0,0,3,0,0,0,0,302,0,0,0,7,2,0,0,268,0,0,0,0,3,9,0,270,0,0,20,89,122,5,35,13,22,1,0,16,0,0,0,274,ConfusionMatrix_Cons_2020-08-10.csv,Cons,2020-08-10
490,0,1,0,0,0,17,0,426,0,0,6,0,1,1,0,367,0,2,0,27,1,0,0,53,0,0,0,2,6,17,0,389,0,2,0,0,3,0,0,1,1,14,0,16,0,0,0,443,ConfusionMatrix_GBT_2020-08-10.csv,GBT,2020-08-10
475,0,0,0,0,0,33,0,406,3,0,24,0,0,2,17,328,0,11,0,39,0,0,0,52,0,0,2,4,57,48,0,297,0,10,0,0,3,0,0,0,2,22,1,27,0,0,0,423,ConfusionMatrix_KNN_2020-08-10.csv,KNN,2020-08-10
485,0,0,0,0,0,23,0,424,0,0,9,0,0,0,0,359,0,5,0,33,1,0,0,53,0,0,0,2,16,26,0,369,0,3,0,0,3,0,0,0,2,17,0,20,0,0,0,436,ConfusionMatrix_RF_2020-08-10.csv,RF,2020-08-10
477,0,2,0,6,0,23,0,396,0,0,37,0,0,1,5,342,0,3,0,46,0,0,0,54,0,0,0,5,67,64,0,277,0,3,0,0,5,0,0,0,0,48,0,34,0,0,0,391,ConfusionMatrix_SVM_2020-08-10.csv,SVM,2020-08-10
473,0,2,0,1,0,10,0,443,0,0,3,2,0,7,1,363,0,8,0,42,2,0,0,49,0,0,0,0,3,4,0,235,0,1,0,1,1,0,0,2,0,24,3,36,0,0,0,404,ConfusionMatrix_CART_2020-08-12.csv,CART,2020-08-12
313,0,0,0,0,0,1,0,317,0,0,1,1,0,0,0,308,0,3,1,4,0,0,1,294,0,0,0,0,1,0,0,138,0,0,11,35,78,7,35,129,1,2,0,15,0,0,0,304,ConfusionMatrix_Cons_2020-08-12.csv,Cons,2020-08-12
474,0,1,0,0,0,11,0,447,0,0,1,0,0,0,1,391,0,2,0,27,0,0,0,51,0,0,0,1,0,2,0,240,0,0,0,1,0,0,0,3,0,12,2,13,0,0,1,439,ConfusionMatrix_GBT_2020-08-12.csv,GBT,2020-08-12
478,0,0,0,0,0,8,0,440,5,0,3,0,0,1,19,343,0,5,0,53,3,0,0,48,0,0,0,5,25,15,0,196,0,2,0,4,0,0,0,0,0,18,2,28,0,0,0,419,ConfusionMatrix_KNN_2020-08-12.csv,KNN,2020-08-12
474,0,1,0,0,0,11,0,447,0,0,1,0,0,0,2,380,0,1,0,38,1,0,0,50,0,0,0,1,1,3,0,236,0,2,0,2,1,0,0,1,0,13,2,10,0,0,0,442,ConfusionMatrix_RF_2020-08-12.csv,RF,2020-08-12
477,0,1,0,0,0,8,0,447,0,0,1,0,0,3,5,355,0,6,0,52,0,0,0,51,0,0,0,2,5,11,0,225,0,0,0,1,0,0,0,3,0,30,2,20,0,1,0,414,ConfusionMatrix_SVM_2020-08-12.csv,SVM,2020-08-12
476,0,0,0,1,2,30,0,16,0,0,9,0,0,0,0,312,0,12,3,14,0,0,0,51,0,0,0,7,7,5,0,394,0,2,0,0,2,0,1,3,1,38,0,12,0,3,0,449,ConfusionMatrix_CART_2020-11-08.csv,CART,2020-11-08
291,0,0,0,0,0,2,0,117,0,0,65,0,0,0,1,284,0,12,1,6,3,0,0,271,15,0,3,1,0,0,0,305,0,1,16,25,116,0,112,34,5,2,0,0,0,1,0,311,ConfusionMatrix_Cons_2020-11-08.csv,Cons,2020-11-08
486,0,0,0,0,1,22,0,14,0,0,11,0,0,0,0,327,0,8,0,6,0,0,0,51,0,0,0,6,2,0,0,406,0,1,0,0,2,0,0,5,0,20,0,2,0,0,0,480,ConfusionMatrix_GBT_2020-11-08.csv,GBT,2020-11-08
473,0,0,0,0,0,36,0,14,0,0,11,0,0,1,0,318,0,5,0,17,0,0,0,51,0,0,0,16,16,18,3,359,0,3,1,0,6,0,0,0,0,24,0,6,0,0,0,472,ConfusionMatrix_KNN_2020-11-08.csv,KNN,2020-11-08
478,0,0,0,1,1,29,0,11,0,0,14,0,0,0,0,327,0,7,0,7,0,0,0,51,0,0,0,8,2,5,1,398,0,1,0,0,2,0,0,4,1,22,0,7,0,0,0,473,ConfusionMatrix_RF_2020-11-08.csv,RF,2020-11-08
474,0,0,0,0,0,35,0,22,0,0,2,1,0,4,1,295,0,21,1,19,0,0,0,51,0,0,0,13,150,33,5,213,0,1,0,0,6,0,0,1,0,86,0,10,0,1,0,405,ConfusionMatrix_SVM_2020-11-08.csv,SVM,2020-11-08
447,0,1,0,2,0,37,0,0,0,0,0,0,0,1,0,263,0,4,0,81,0,0,0,43,0,0,0,2,0,1,0,411,1,2,0,0,0,0,1,2,2,32,0,71,0,10,0,344,ConfusionMatrix_CART_2021-03-03.csv,CART,2021-03-03
285,0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,312,0,15,0,21,17,0,0,308,0,0,0,0,0,1,0,311,0,1,17,0,122,5,148,30,36,4,0,29,0,0,0,320,ConfusionMatrix_Cons_2021-03-03.csv,Cons,2021-03-03
466,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,297,0,3,0,49,1,0,0,42,0,0,0,1,0,1,0,413,0,2,0,0,1,0,1,3,0,13,0,84,0,0,0,360,ConfusionMatrix_GBT_2021-03-03.csv,GBT,2021-03-03
461,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,303,1,5,0,40,1,0,0,42,0,0,0,3,0,4,0,392,0,18,1,0,2,0,0,0,2,27,0,109,0,0,0,321,ConfusionMatrix_KNN_2021-03-03.csv,KNN,2021-03-03
455,0,1,0,0,0,31,0,0,0,0,0,0,0,0,0,302,0,3,0,44,1,0,0,42,0,0,0,2,0,2,0,411,0,2,0,0,1,0,1,2,1,19,0,101,0,0,0,337,ConfusionMatrix_RF_2021-03-03.csv,RF,2021-03-03
425,0,1,0,1,0,60,0,0,0,0,0,0,0,0,0,249,1,1,0,98,0,0,0,43,0,0,0,0,0,5,0,410,0,2,0,0,0,0,1,2,2,30,0,83,0,1,0,343,ConfusionMatrix_SVM_2021-03-03.csv,SVM,2021-03-03
442,0,9,0,4,1,24,0,6,0,0,2,0,0,18,0,263,0,10,4,135,1,0,0,65,0,0,0,3,0,4,0,305,4,4,1,0,2,0,0,5,1,21,0,115,0,5,0,371,ConfusionMatrix_CART_2021-03-05.csv,CART,2021-03-05
346,0,1,0,0,0,2,0,13,0,0,42,2,0,3,0,293,0,2,1,39,18,0,0,333,0,0,0,1,0,1,0,199,0,0,40,5,103,2,57,80,55,0,0,12,0,0,0,350,ConfusionMatrix_Cons_2021-03-05.csv,Cons,2021-03-05
453,0,17,0,0,0,10,0,6,0,0,2,0,0,4,1,329,1,4,0,91,0,0,0,65,0,1,0,0,0,0,0,318,2,0,1,0,3,0,0,4,1,11,0,81,0,0,0,420,ConfusionMatrix_GBT_2021-03-05.csv,GBT,2021-03-05
440,0,19,0,1,0,20,0,0,5,0,1,0,2,19,0,266,0,14,0,131,0,0,0,66,0,0,0,9,0,13,0,294,0,4,1,0,5,0,1,1,1,13,0,101,0,0,0,398,ConfusionMatrix_KNN_2021-03-05.csv,KNN,2021-03-05
449,0,14,0,0,0,17,0,6,0,0,2,0,0,4,1,313,0,3,0,109,0,0,0,66,0,0,0,3,0,2,0,313,0,2,1,0,2,0,1,4,1,11,0,86,0,1,0,414,ConfusionMatrix_RF_2021-03-05.csv,RF,2021-03-05
415,0,5,0,7,0,53,0,5,1,0,0,0,2,21,1,134,0,2,2,270,0,0,0,66,0,0,0,2,1,5,0,307,0,5,1,0,5,0,0,3,0,36,0,39,0,0,1,436,ConfusionMatrix_SVM_2021-03-05.csv,SVM,2021-03-05
494,0,7,2,4,0,12,0,9,1,0,0,0,0,11,0,252,0,0,1,60,0,0,0,42,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0,3,6,4,1,47,0,2,2,419,ConfusionMatrix_CART_2021-03-30.csv,CART,2021-03-30
377,0,0,0,0,0,2,0,77,0,0,1,0,4,1,1,356,0,0,3,24,65,0,0,319,0,0,1,0,0,0,0,33,0,0,35,69,173,1,9,22,69,0,2,10,0,0,0,346,ConfusionMatrix_Cons_2021-03-30.csv,Cons,2021-03-30
507,0,10,0,0,0,2,0,10,0,0,0,0,0,4,0,291,0,0,0,29,2,0,0,39,1,0,0,0,0,0,0,30,0,0,2,0,2,0,0,5,1,5,0,25,0,0,0,445,ConfusionMatrix_GBT_2021-03-30.csv,GBT,2021-03-30
498,0,13,0,0,0,8,0,10,0,0,0,0,0,6,1,251,0,0,0,66,3,0,0,39,0,0,0,0,0,0,0,28,0,2,0,0,10,0,0,0,0,1,0,39,0,0,0,435,ConfusionMatrix_KNN_2021-03-30.csv,KNN,2021-03-30
504,0,11,0,0,0,4,0,10,0,0,0,0,0,2,0,285,0,1,0,36,2,0,0,39,1,0,0,0,0,0,0,30,0,0,2,0,6,0,0,1,1,4,0,32,0,0,0,439,ConfusionMatrix_RF_2021-03-30.csv,RF,2021-03-30
486,0,26,0,0,0,7,0,10,0,0,0,0,0,15,0,227,0,0,0,82,1,0,0,41,0,0,0,0,0,0,0,30,0,0,1,0,7,0,0,2,0,13,0,74,0,0,0,388,ConfusionMatrix_SVM_2021-03-30.csv,SVM,2021-03-30
492,0,0,0,1,1,23,0,0,0,0,0,0,0,0,0,27,0,2,0,21,1,0,0,44,0,0,0,1,0,7,0,186,1,1,1,0,0,0,1,4,1,24,0,9,0,3,3,469,ConfusionMatrix_CART_2021-04-19.csv,CART,2021-04-19
430,0,0,0,0,0,1,0,0,0,0,31,0,0,1,0,50,0,10,5,11,0,0,0,446,0,1,0,0,0,0,0,158,0,0,31,0,33,2,96,190,78,6,0,1,0,1,0,418,ConfusionMatrix_Cons_2021-04-19.csv,Cons,2021-04-19
509,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,34,0,2,0,14,1,0,0,44,0,0,0,1,0,4,0,191,0,0,0,0,0,0,0,5,2,15,0,8,0,1,1,483,ConfusionMatrix_GBT_2021-04-19.csv,GBT,2021-04-19
499,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,21,0,2,0,27,2,0,0,43,0,0,0,4,0,4,0,183,0,5,2,0,0,0,0,1,4,24,0,13,0,4,0,467,ConfusionMatrix_KNN_2021-04-19.csv,KNN,2021-04-19
503,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,28,0,2,0,20,0,0,0,45,0,0,0,1,0,4,0,190,0,1,0,0,0,0,1,5,1,19,0,7,0,2,1,479,ConfusionMatrix_RF_2021-04-19.csv,RF,2021-04-19
484,0,0,0,7,0,26,0,0,0,0,0,0,0,0,0,17,0,3,0,30,0,0,0,45,0,0,0,3,0,2,0,191,0,0,0,0,0,0,1,6,0,34,0,19,0,3,1,451,ConfusionMatrix_SVM_2021-04-19.csv,SVM,2021-04-19
476,0,1,0,1,1,6,0,0,0,0,0,0,0,0,0,13,0,1,1,4,0,0,0,43,0,0,0,3,0,6,0,415,0,3,0,0,0,0,1,3,0,8,0,4,0,4,1,462,ConfusionMatrix_CART_2021-06-01.csv,CART,2021-06-01
368,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,51,0,46,1,17,0,0,0,349,0,1,0,1,0,0,0,367,0,1,20,0,96,0,139,45,44,1,0,0,0,0,0,401,ConfusionMatrix_Cons_2021-06-01.csv,Cons,2021-06-01
485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,1,3,0,0,0,43,0,0,0,1,0,0,0,426,0,0,0,0,1,0,0,3,0,6,0,3,0,0,0,470,ConfusionMatrix_GBT_2021-06-01.csv,GBT,2021-06-01
482,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,4,0,14,0,0,0,43,0,0,0,9,0,0,0,406,0,12,0,0,0,0,1,0,3,14,0,0,0,1,0,464,ConfusionMatrix_KNN_2021-06-01.csv,KNN,2021-06-01
484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,2,0,5,0,0,0,43,0,0,0,3,0,0,0,419,1,4,0,0,0,0,1,3,0,7,0,0,0,0,0,472,ConfusionMatrix_RF_2021-06-01.csv,RF,2021-06-01
478,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,5,1,8,0,0,0,43,0,0,0,0,0,7,1,404,1,14,0,0,0,0,0,4,0,10,0,0,0,0,0,469,ConfusionMatrix_SVM_2021-06-01.csv,SVM,2021-06-01
504,0,0,0,0,0,5,0,45,0,0,2,0,0,1,0,340,0,12,3,16,0,0,0,69,0,0,0,2,4,14,0,384,1,4,0,0,0,0,2,3,1,11,0,19,0,3,1,481,ConfusionMatrix_CART_2021-06-16.csv,CART,2021-06-16
292,0,1,0,0,0,0,0,74,0,0,60,0,0,0,1,289,0,4,0,10,0,0,0,325,0,0,0,0,1,7,0,293,0,2,11,19,107,2,123,47,28,2,0,1,0,0,0,301,ConfusionMatrix_Cons_2021-06-16.csv,Cons,2021-06-16
505,0,1,0,0,0,3,0,46,0,0,1,0,0,0,0,350,0,4,0,18,0,0,0,69,0,0,0,1,2,12,0,393,0,1,0,0,0,0,1,4,1,5,0,9,0,1,0,500,ConfusionMatrix_GBT_2021-06-16.csv,GBT,2021-06-16
503,0,3,0,1,0,2,0,45,0,0,2,0,0,0,2,340,0,6,0,24,0,0,0,69,0,0,0,1,3,25,0,376,0,4,0,0,1,0,2,0,3,9,0,37,0,0,0,469,ConfusionMatrix_KNN_2021-06-16.csv,KNN,2021-06-16
505,0,1,0,0,0,3,0,46,0,0,1,0,0,0,0,350,0,3,0,19,0,0,0,69,0,0,0,1,3,15,0,387,0,3,0,0,0,0,2,3,1,6,0,13,0,0,0,496,ConfusionMatrix_RF_2021-06-16.csv,RF,2021-06-16
503,0,2,0,0,0,4,0,32,11,0,4,0,0,1,0,330,0,12,2,27,0,0,0,69,0,0,0,0,10,30,0,366,0,3,0,1,1,0,0,4,0,10,0,52,0,4,0,449,ConfusionMatrix_SVM_2021-06-16.csv,SVM,2021-06-16
461,0,1,0,4,1,8,0,24,1,0,0,0,0,4,1,413,0,2,4,15,0,0,0,50,0,0,0,2,0,2,0,53,0,3,1,0,2,0,3,0,2,15,0,21,0,0,0,457,ConfusionMatrix_CART_2021-06-18.csv,CART,2021-06-18
356,0,0,0,0,0,2,0,94,0,0,33,1,0,0,0,341,0,6,1,4,2,0,0,351,0,0,0,1,0,1,0,58,0,0,14,79,107,4,74,59,38,1,0,3,0,0,0,370,ConfusionMatrix_Cons_2021-06-18.csv,Cons,2021-06-18
468,0,0,0,0,0,7,0,25,0,0,0,0,0,0,0,433,0,2,0,4,0,0,0,50,0,0,0,3,0,2,0,53,0,2,0,0,1,0,0,6,1,9,0,12,0,0,0,472,ConfusionMatrix_GBT_2021-06-18.csv,GBT,2021-06-18
460,0,0,3,1,0,11,0,21,3,0,1,0,0,0,0,411,0,3,0,25,1,0,0,49,0,0,0,4,1,13,0,39,0,3,0,0,3,0,1,3,1,7,0,36,0,0,0,450,ConfusionMatrix_KNN_2021-06-18.csv,KNN,2021-06-18
464,0,0,1,0,0,10,0,25,0,0,0,0,0,0,0,428,0,2,0,9,1,0,0,49,0,0,0,3,0,2,0,53,0,2,0,0,1,0,2,3,2,11,0,14,0,0,0,468,ConfusionMatrix_RF_2021-06-18.csv,RF,2021-06-18
460,0,4,0,0,0,11,0,20,4,0,0,1,0,1,0,409,0,2,1,26,0,0,0,50,0,0,0,1,2,1,0,50,0,6,0,0,1,0,0,7,0,6,0,13,0,0,0,474,ConfusionMatrix_SVM_2021-06-18.csv,SVM,2021-06-18
498,0,1,0,2,0,3,0,383,0,0,7,0,2,2,0,378,0,7,2,33,0,0,0,45,0,0,0,1,7,6,0,228,0,0,0,0,4,0,0,4,0,0,0,26,0,1,0,464,ConfusionMatrix_CART_2021-06-28.csv,CART,2021-06-28
274,0,0,0,0,0,1,0,315,0,0,1,0,0,0,0,308,0,0,0,6,0,0,0,295,0,0,0,0,1,1,0,151,0,0,4,71,110,3,62,50,14,0,0,1,0,0,0,332,ConfusionMatrix_Cons_2021-06-28.csv,Cons,2021-06-28
502,0,0,0,0,0,2,0,391,1,0,0,0,0,0,0,404,0,1,1,16,0,0,0,45,0,0,0,1,3,7,0,231,0,0,0,0,4,0,0,4,0,0,0,11,0,0,0,480,ConfusionMatrix_GBT_2021-06-28.csv,GBT,2021-06-28
501,0,1,0,0,0,2,0,389,0,0,3,0,0,0,19,378,0,0,0,25,0,0,0,45,0,0,0,3,36,28,0,174,0,1,0,0,8,0,0,0,0,0,5,39,0,0,0,447,ConfusionMatrix_KNN_2021-06-28.csv,KNN,2021-06-28
504,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,402,0,1,0,19,0,0,0,45,0,0,0,1,5,10,0,226,0,0,0,0,5,0,0,3,0,0,1,21,0,0,0,469,ConfusionMatrix_RF_2021-06-28.csv,RF,2021-06-28
499,0,0,0,0,0,5,0,215,110,0,60,0,7,0,0,371,0,8,7,36,0,0,0,45,0,0,0,0,10,5,0,225,0,2,0,0,3,0,0,3,2,0,2,18,0,0,2,469,ConfusionMatrix_SVM_2021-06-28.csv,SVM,2021-06-28
482,0,0,0,0,0,1,0,380,0,0,9,1,0,1,0,405,0,1,1,24,0,0,0,49,0,0,1,0,17,1,0,413,0,2,0,2,0,0,2,3,0,6,2,17,0,1,0,463,ConfusionMatrix_CART_2021-07-16.csv,CART,2021-07-16
266,0,0,0,0,0,1,0,303,0,0,1,0,0,0,0,279,0,0,0,5,9,0,0,273,0,0,3,0,6,0,0,269,0,0,7,83,92,0,123,7,3,5,0,0,0,0,0,264,ConfusionMatrix_Cons_2021-07-16.csv,Cons,2021-07-16
482,0,0,0,0,0,1,0,389,0,0,1,0,0,0,0,418,0,0,1,13,0,0,0,49,0,0,1,0,9,3,0,421,0,0,0,2,0,0,2,3,0,4,0,6,0,0,0,479,ConfusionMatrix_GBT_2021-07-16.csv,GBT,2021-07-16
481,0,0,0,0,0,2,0,382,6,0,2,0,0,1,30,365,0,1,0,35,0,0,0,50,0,0,0,0,50,2,0,381,0,0,1,3,1,0,2,0,0,8,6,12,0,0,0,463,ConfusionMatrix_KNN_2021-07-16.csv,KNN,2021-07-16
481,0,0,0,0,0,2,0,388,0,0,2,0,0,0,0,418,0,0,0,14,0,0,0,50,0,0,0,0,17,3,0,413,0,0,1,2,1,0,2,1,0,5,2,9,0,0,0,473,ConfusionMatrix_RF_2021-07-16.csv,RF,2021-07-16
482,0,0,0,0,0,1,0,387,1,0,2,0,0,0,1,384,0,0,1,46,0,0,0,50,0,0,0,0,16,0,0,417,0,0,1,4,1,0,0,1,0,7,1,43,0,0,0,438,ConfusionMatrix_SVM_2021-07-16.csv,SVM,2021-07-16
500,0,2,0,1,1,0,0,414,0,0,4,1,1,2,0,383,0,2,4,22,0,0,0,49,0,0,0,0,5,0,0,55,0,0,0,1,2,0,0,5,0,2,1,10,0,0,0,522,ConfusionMatrix_CART_2021-09-01.csv,CART,2021-09-01
321,0,0,0,0,0,1,0,342,0,0,0,0,0,0,0,332,0,0,0,6,0,0,0,326,0,0,0,0,1,0,0,29,0,0,5,49,55,4,30,201,1,0,0,1,0,0,0,296,ConfusionMatrix_Cons_2021-09-01.csv,Cons,2021-09-01
502,0,0,0,0,0,2,0,419,0,0,1,0,0,0,0,399,0,0,1,13,0,0,0,49,0,0,0,0,2,0,0,58,0,0,1,1,1,0,0,5,0,0,1,3,0,0,0,531,ConfusionMatrix_GBT_2021-09-01.csv,GBT,2021-09-01
500,0,0,0,0,0,4,0,409,11,0,0,0,0,0,20,352,0,0,0,41,0,0,0,49,0,0,0,0,24,9,0,27,0,0,1,3,3,0,0,0,1,1,0,11,0,0,0,523,ConfusionMatrix_KNN_2021-09-01.csv,KNN,2021-09-01
502,0,0,0,0,0,2,0,419,0,0,1,0,0,0,0,397,0,0,0,16,0,0,0,49,0,0,0,0,3,0,0,57,0,0,1,1,3,0,0,3,0,1,1,4,0,0,0,529,ConfusionMatrix_RF_2021-09-01.csv,RF,2021-09-01
502,0,1,0,0,0,1,0,418,1,0,0,1,0,0,1,384,0,1,2,25,0,0,0,49,0,0,0,0,15,5,0,40,0,0,0,0,1,0,0,6,1,1,1,11,0,0,0,522,ConfusionMatrix_SVM_2021-09-01.csv,SVM,2021-09-01
518,0,4,1,0,0,1,0,434,0,0,2,5,2,4,1,396,0,10,1,20,0,0,0,41,0,0,0,0,4,1,0,461,0,0,0,1,1,0,0,2,1,2,0,5,0,0,0,497,ConfusionMatrix_CART_2021-09-09.csv,CART,2021-09-09
288,0,0,0,0,0,0,0,279,0,0,1,0,0,0,0,278,0,1,0,3,1,0,0,280,0,0,0,0,0,1,0,286,0,0,5,131,57,0,64,13,1,0,0,1,0,0,0,310,ConfusionMatrix_Cons_2021-09-09.csv,Cons,2021-09-09
521,0,2,1,0,0,0,0,443,0,0,0,0,0,0,0,415,0,6,0,11,1,0,0,40,0,0,0,0,2,0,0,464,0,0,0,3,1,0,0,0,1,1,0,0,0,0,0,503,ConfusionMatrix_GBT_2021-09-09.csv,GBT,2021-09-09
522,0,0,0,0,0,2,0,429,11,0,3,0,0,0,22,375,0,3,0,32,4,0,0,37,0,0,0,4,15,17,0,428,0,2,0,1,2,0,2,0,0,2,2,10,0,0,0,490,ConfusionMatrix_KNN_2021-09-09.csv,KNN,2021-09-09
520,0,2,0,2,0,0,0,443,0,0,0,0,0,0,2,411,0,4,0,15,1,0,0,40,0,0,0,0,0,4,0,462,0,0,0,3,1,0,0,0,1,1,1,7,0,0,0,495,ConfusionMatrix_RF_2021-09-09.csv,RF,2021-09-09
520,0,2,0,0,0,2,0,441,2,0,0,0,0,2,2,394,0,1,1,32,1,0,0,40,0,0,0,2,15,52,0,364,33,0,1,1,1,0,0,2,0,0,1,43,0,0,0,460,ConfusionMatrix_SVM_2021-09-09.csv,SVM,2021-09-09
490,0,0,0,0,0,9,0,344,3,0,11,0,0,0,2,375,0,8,2,13,0,0,0,52,0,0,0,1,11,4,0,421,0,0,0,0,1,0,0,3,0,5,0,6,0,0,0,502,ConfusionMatrix_CART_2021-10-09.csv,CART,2021-10-09
285,0,0,0,0,0,0,0,247,0,0,28,0,0,0,0,301,0,0,0,6,0,0,0,262,0,0,0,0,2,0,0,286,0,0,4,40,92,0,130,28,1,0,0,1,0,0,0,287,ConfusionMatrix_Cons_2021-10-09.csv,Cons,2021-10-09
498,0,0,0,0,0,1,0,347,0,0,11,0,0,0,0,394,0,0,0,6,0,0,0,52,0,0,0,1,5,2,0,429,0,0,0,0,2,0,0,2,0,1,0,4,0,0,0,508,ConfusionMatrix_GBT_2021-10-09.csv,GBT,2021-10-09
493,0,0,0,0,0,6,0,348,0,0,10,0,0,4,9,374,0,2,0,11,1,0,0,50,0,0,1,2,23,8,0,404,0,0,0,0,2,0,2,0,0,2,0,7,0,0,0,504,ConfusionMatrix_KNN_2021-10-09.csv,KNN,2021-10-09
495,0,0,0,0,0,4,0,346,0,0,12,0,0,0,1,394,0,1,0,4,1,0,0,51,0,0,0,1,7,3,0,426,0,0,0,0,2,0,0,2,0,1,0,6,0,0,0,506,ConfusionMatrix_RF_2021-10-09.csv,RF,2021-10-09
479,0,0,0,0,0,20,0,334,3,0,16,5,0,0,0,376,0,3,2,19,0,0,0,52,0,0,0,4,16,32,0,379,1,5,0,0,0,0,2,2,0,50,0,8,0,3,0,452,ConfusionMatrix_SVM_2021-10-09.csv,SVM,2021-10-09
477,0,4,0,1,0,26,1,308,0,0,6,0,0,1,1,381,0,5,9,15,0,0,0,48,0,0,0,2,8,6,0,473,2,0,1,0,2,0,0,2,0,30,0,8,0,0,0,430,ConfusionMatrix_CART_2021-10-24.csv,CART,2021-10-24
