cm_1_1,cm_1_2,cm_1_3,cm_1_4,cm_1_5,cm_1_6,cm_1_7,cm_2_1,cm_2_2,cm_2_3,cm_2_4,cm_2_5,cm_2_6,cm_2_7,cm_3_1,cm_3_2,cm_3_3,cm_3_4,cm_3_5,cm_3_6,cm_3_7,cm_4_1,cm_4_2,cm_4_3,cm_4_4,cm_4_5,cm_4_6,cm_4_7,cm_5_1,cm_5_2,cm_5_3,cm_5_4,cm_5_5,cm_5_6,cm_5_7,cm_6_1,cm_6_2,cm_6_3,cm_6_4,cm_6_5,cm_6_6,cm_6_7,cm_7_1,cm_7_2,cm_7_3,cm_7_4,cm_7_5,cm_7_6,cm_7_7,filename,classifier,date
489,0,3,1,0,0,11,0,279,0,0,8,2,0,5,0,395,0,1,0,11,0,0,0,54,1,0,0,1,0,1,2,350,0,0,0,1,2,0,0,1,1,9,0,2,0,0,0,479,ConfusionMatrix_GBT_2022-10-19.csv,GBT,2022-10-19
486,0,3,1,1,0,13,0,275,1,0,13,0,0,11,19,369,0,1,0,12,1,0,0,53,0,0,1,11,20,17,0,302,0,4,0,1,3,0,0,0,1,20,0,15,1,0,0,454,ConfusionMatrix_KNN_2022-10-19.csv,KNN,2022-10-19
489,0,3,0,0,0,12,0,282,0,0,7,0,0,6,1,392,0,3,0,10,0,0,0,54,1,0,0,3,2,3,2,344,0,0,0,1,2,0,0,1,1,13,0,10,0,0,0,467,ConfusionMatrix_RF_2022-10-19.csv,RF,2022-10-19
444,0,33,0,0,0,27,0,279,1,0,9,0,0,10,8,378,0,2,1,13,3,0,0,51,1,0,0,7,71,120,2,154,0,0,0,1,2,0,0,1,1,121,0,20,7,1,0,341,ConfusionMatrix_SVM_2022-10-19.csv,SVM,2022-10-19
457,0,0,0,1,0,10,0,36,0,0,3,0,0,0,0,207,0,6,3,38,0,0,0,41,0,2,0,4,7,0,0,227,0,1,2,0,0,0,0,1,0,6,0,53,0,1,2,467,ConfusionMatrix_CART_2023-02-08.csv,CART,2023-02-08
341,0,0,0,0,0,1,0,68,1,0,2,0,0,0,0,296,0,2,15,17,49,0,9,269,0,0,33,0,3,0,0,169,0,0,56,65,137,1,28,63,8,1,0,1,0,0,0,365,ConfusionMatrix_Cons_2023-02-08.csv,Cons,2023-02-08
463,0,0,0,0,0,5,0,38,0,0,1,0,0,0,0,208,0,6,2,38,0,0,0,42,1,0,0,1,4,0,0,234,0,0,1,0,1,0,0,1,0,2,0,15,0,0,0,512,ConfusionMatrix_GBT_2023-02-08.csv,GBT,2023-02-08
465,0,0,0,0,0,3,0,26,0,0,13,0,0,1,0,185,0,9,0,59,0,0,1,42,0,0,0,6,14,5,0,212,0,2,2,0,1,0,0,0,0,4,0,11,0,0,0,514,ConfusionMatrix_KNN_2023-02-08.csv,KNN,2023-02-08
462,0,0,0,1,0,5,0,37,0,0,2,0,0,0,0,206,0,6,0,42,0,0,0,42,0,0,1,2,5,0,0,232,0,0,2,0,1,0,0,0,0,2,0,13,0,0,1,513,ConfusionMatrix_RF_2023-02-08.csv,RF,2023-02-08
441,0,0,0,8,0,19,0,21,10,0,8,0,0,0,0,182,0,5,2,65,0,0,1,42,0,0,0,5,29,22,0,180,0,3,2,0,1,0,0,0,0,57,0,37,0,0,0,435,ConfusionMatrix_SVM_2023-02-08.csv,SVM,2023-02-08
434,0,1,5,1,1,23,0,25,0,0,8,0,0,2,2,230,0,6,0,73,1,0,0,53,0,0,0,2,4,7,0,396,0,4,0,0,1,0,1,4,2,36,0,66,0,3,0,412,ConfusionMatrix_CART_2023-02-26.csv,CART,2023-02-26
339,0,0,0,0,0,3,0,21,0,0,21,0,0,0,0,298,0,11,4,30,16,0,0,275,5,0,5,1,1,0,0,336,0,0,52,2,104,8,78,33,20,3,0,16,0,0,0,318,ConfusionMatrix_Cons_2023-02-26.csv,Cons,2023-02-26
448,0,0,0,0,0,17,0,24,0,0,9,0,0,0,0,261,0,7,1,44,0,0,0,54,0,0,0,3,0,2,0,406,0,2,2,0,0,0,0,5,1,15,0,45,0,0,0,457,ConfusionMatrix_GBT_2023-02-26.csv,GBT,2023-02-26
443,0,0,0,0,0,22,0,5,0,0,28,0,0,2,1,243,0,8,0,59,2,0,0,52,0,0,0,2,3,12,0,392,0,4,3,0,5,0,0,0,0,22,0,81,0,0,0,414,ConfusionMatrix_KNN_2023-02-26.csv,KNN,2023-02-26
442,0,0,0,1,0,22,0,22,0,0,11,0,0,1,0,256,0,5,0,51,2,0,0,52,0,0,0,3,2,6,0,400,0,2,2,0,0,0,0,5,1,18,0,64,0,0,0,435,ConfusionMatrix_RF_2023-02-26.csv,RF,2023-02-26
433,0,0,0,0,1,31,0,16,0,0,17,0,0,1,1,200,0,8,2,101,0,0,0,54,0,0,0,12,67,21,2,309,0,2,0,0,2,0,0,6,0,47,0,87,0,0,1,382,ConfusionMatrix_SVM_2023-02-26.csv,SVM,2023-02-26
471,0,0,0,0,2,7,0,1,0,0,0,0,0,0,0,257,0,0,2,59,0,0,0,31,0,0,0,1,0,0,0,36,0,0,3,0,0,0,0,1,2,4,0,53,1,1,1,324,ConfusionMatrix_CART_2023-03-23.csv,CART,2023-03-23
402,0,0,0,0,0,0,1,11,5,0,9,2,8,1,0,357,0,0,0,11,0,0,5,372,0,0,26,0,0,0,0,34,0,0,73,5,185,1,3,40,67,0,0,37,0,0,0,345,ConfusionMatrix_Cons_2023-03-23.csv,Cons,2023-03-23
479,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,273,0,0,0,45,0,0,0,31,0,0,0,1,0,1,0,35,0,0,3,0,0,0,0,2,1,0,0,52,0,0,0,332,ConfusionMatrix_GBT_2023-03-23.csv,GBT,2023-03-23
468,0,6,0,0,0,6,0,0,0,0,1,0,0,0,0,256,0,0,0,62,1,0,0,30,0,0,0,2,0,3,0,32,0,0,4,0,2,0,0,0,0,10,0,59,0,0,0,315,ConfusionMatrix_KNN_2023-03-23.csv,KNN,2023-03-23
478,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,267,0,0,0,51,0,0,0,31,0,0,0,1,0,0,0,36,0,0,3,0,1,0,0,1,1,2,0,59,0,0,0,323,ConfusionMatrix_RF_2023-03-23.csv,RF,2023-03-23
477,0,2,1,0,0,0,0,1,0,0,0,0,0,3,0,253,0,0,0,62,0,0,0,31,0,0,0,0,0,0,0,37,0,0,4,0,1,0,0,0,1,21,0,115,1,0,0,247,ConfusionMatrix_SVM_2023-03-23.csv,SVM,2023-03-23
480,0,0,3,2,0,9,0,0,0,0,1,0,0,3,0,102,0,1,0,20,0,0,0,37,0,1,0,0,0,0,0,342,0,1,2,0,0,0,1,4,0,6,0,17,0,0,1,344,ConfusionMatrix_CART_2023-04-07.csv,CART,2023-04-07
376,0,0,0,0,0,0,0,1,0,0,50,0,0,0,0,120,0,17,0,40,5,0,0,398,0,0,0,0,0,0,0,253,0,0,85,0,128,12,54,65,27,1,0,46,0,0,0,322,ConfusionMatrix_Cons_2023-04-07.csv,Cons,2023-04-07
492,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,108,0,2,0,16,0,0,0,38,0,0,0,0,0,0,0,343,0,0,1,0,0,1,1,3,1,3,0,9,0,0,0,356,ConfusionMatrix_GBT_2023-04-07.csv,GBT,2023-04-07
491,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,84,0,0,0,42,2,0,0,34,0,0,2,1,0,6,0,331,0,5,2,0,1,1,0,1,2,0,0,10,0,0,0,358,ConfusionMatrix_KNN_2023-04-07.csv,KNN,2023-04-07
493,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,105,0,1,0,19,1,0,0,36,0,1,0,0,0,2,0,341,0,0,2,0,1,0,0,4,0,4,0,14,0,0,0,350,ConfusionMatrix_RF_2023-04-07.csv,RF,2023-04-07
480,0,0,5,0,4,5,0,0,0,0,1,0,0,4,0,70,0,1,0,51,4,0,0,34,0,0,0,0,2,5,0,325,0,11,3,0,1,0,0,3,0,7,0,17,0,0,0,344,ConfusionMatrix_SVM_2023-04-07.csv,SVM,2023-04-07
505,0,6,7,0,0,10,0,42,0,0,11,0,1,6,0,285,0,1,0,69,4,0,0,57,0,0,0,1,5,1,0,182,0,1,0,0,0,0,0,4,0,9,0,91,0,2,0,362,ConfusionMatrix_CART_2023-04-14.csv,CART,2023-04-14
345,0,1,0,0,0,0,0,26,0,0,9,0,1,1,0,346,0,0,0,17,13,0,1,370,0,8,0,0,0,0,0,140,0,0,92,1,168,2,20,57,35,6,0,20,0,0,0,321,ConfusionMatrix_Cons_2023-04-14.csv,Cons,2023-04-14
522,0,3,2,0,1,0,0,46,0,0,8,0,0,0,0,315,0,1,0,45,2,0,0,59,0,0,0,2,2,1,0,185,0,0,0,0,0,0,0,4,0,7,0,49,0,0,0,408,ConfusionMatrix_GBT_2023-04-14.csv,GBT,2023-04-14
493,0,12,4,6,0,13,0,8,0,0,45,0,1,6,0,273,0,1,0,81,3,0,0,58,0,0,0,3,8,2,0,174,0,3,3,0,1,0,0,0,0,9,0,59,0,1,0,395,ConfusionMatrix_KNN_2023-04-14.csv,KNN,2023-04-14
515,0,5,4,0,1,3,0,41,0,0,12,0,1,0,0,303,0,1,0,57,2,0,0,59,0,0,0,1,5,1,0,182,0,1,0,0,0,0,0,4,0,11,0,46,0,0,0,407,ConfusionMatrix_RF_2023-04-14.csv,RF,2023-04-14
491,0,12,1,1,1,22,0,20,2,0,31,0,1,13,0,229,0,0,0,119,3,0,0,58,0,0,0,4,8,3,0,172,0,3,4,0,0,0,0,0,0,16,0,37,0,0,0,411,ConfusionMatrix_SVM_2023-04-14.csv,SVM,2023-04-14
356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,8,0,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,247,ConfusionMatrix_CART_2023-04-19.csv,CART,2023-04-19
363,0,1,0,0,0,0,0,1,21,0,0,3,0,0,0,58,1,0,10,2,9,0,3,499,0,3,0,0,0,0,0,0,0,0,72,0,214,5,0,191,20,2,0,1,0,0,0,521,ConfusionMatrix_Cons_2023-04-19.csv,Cons,2023-04-19
355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,8,0,0,0,18,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,249,ConfusionMatrix_GBT_2023-04-19.csv,GBT,2023-04-19
353,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,18,0,0,0,18,0,0,1,17,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,249,ConfusionMatrix_KNN_2023-04-19.csv,KNN,2023-04-19
355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,9,0,0,0,18,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,7,0,1,0,0,0,0,0,248,ConfusionMatrix_RF_2023-04-19.csv,RF,2023-04-19
356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,12,0,0,0,18,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,1,0,2,0,0,0,246,ConfusionMatrix_SVM_2023-04-19.csv,SVM,2023-04-19
524,0,2,0,1,1,3,0,27,0,0,8,0,0,0,0,184,0,15,0,65,2,0,0,49,0,0,0,2,12,13,4,367,0,5,0,0,0,0,1,2,0,3,0,72,0,1,0,426,ConfusionMatrix_CART_2023-05-12.csv,CART,2023-05-12
345,0,1,0,0,0,1,0,30,0,0,19,0,0,0,0,229,0,18,3,55,2,0,0,317,0,0,2,1,3,1,0,317,0,1,44,1,68,4,81,91,43,0,0,4,0,0,0,319,ConfusionMatrix_Cons_2023-05-12.csv,Cons,2023-05-12
529,0,2,0,0,0,0,0,28,0,0,7,0,0,0,0,199,0,10,0,55,1,0,0,50,0,0,0,2,4,5,0,392,0,0,0,0,0,0,0,3,0,1,0,29,0,0,0,472,ConfusionMatrix_GBT_2023-05-12.csv,GBT,2023-05-12
526,0,0,0,0,0,5,0,15,0,0,20,0,0,4,0,159,0,15,0,86,3,0,0,48,0,0,0,9,8,13,7,353,0,13,1,0,1,0,0,0,1,1,0,23,0,0,0,478,ConfusionMatrix_KNN_2023-05-12.csv,KNN,2023-05-12
525,0,2,0,0,0,4,0,25,0,0,10,0,0,0,1,185,0,15,0,63,1,0,0,50,0,0,0,4,4,5,0,389,0,1,0,0,1,0,0,2,0,1,0,28,0,0,0,473,ConfusionMatrix_RF_2023-05-12.csv,RF,2023-05-12
484,0,2,1,0,36,8,0,8,3,0,24,0,0,0,0,151,0,8,1,104,4,0,0,43,0,4,0,9,14,54,11,304,0,11,0,0,1,0,0,2,0,1,0,35,0,0,0,466,ConfusionMatrix_SVM_2023-05-12.csv,SVM,2023-05-12
487,0,1,0,0,1,2,0,35,0,0,12,0,0,1,0,204,0,15,0,26,0,0,0,38,0,0,0,7,17,19,1,362,1,1,2,0,1,0,0,3,0,2,0,17,0,2,0,451,ConfusionMatrix_CART_2023-05-27.csv,CART,2023-05-27
330,0,0,0,0,0,3,0,65,0,0,9,0,0,0,0,281,0,6,4,25,2,0,0,314,0,0,0,4,2,3,0,309,0,0,45,24,65,7,76,76,32,1,0,6,0,0,0,311,ConfusionMatrix_Cons_2023-05-27.csv,Cons,2023-05-27
484,0,2,0,0,0,5,0,38,0,0,9,0,0,0,0,227,0,7,0,12,0,0,0,38,0,0,0,7,4,11,0,386,0,0,1,0,0,0,0,5,0,2,0,2,0,0,0,468,ConfusionMatrix_GBT_2023-05-27.csv,GBT,2023-05-27
478,0,4,0,2,0,7,0,17,0,0,30,0,0,0,0,193,0,11,0,42,0,0,0,38,0,0,0,15,7,23,0,358,0,5,3,0,0,0,0,1,2,2,0,9,0,2,0,459,ConfusionMatrix_KNN_2023-05-27.csv,KNN,2023-05-27
480,0,4,1,1,0,5,0,36,0,0,11,0,0,0,0,219,0,9,0,18,0,0,0,38,0,0,0,7,8,15,0,377,0,1,2,0,1,0,0,3,0,2,0,3,0,0,0,467,ConfusionMatrix_RF_2023-05-27.csv,RF,2023-05-27
465,0,7,1,1,0,17,0,30,4,0,13,0,0,0,0,163,0,33,0,50,0,0,0,38,0,0,0,18,18,85,0,285,0,2,1,0,1,0,0,4,0,16,0,47,0,0,0,409,ConfusionMatrix_SVM_2023-05-27.csv,SVM,2023-05-27
551,0,0,0,1,2,6,0,36,0,0,9,0,0,0,0,181,0,1,1,7,0,0,0,62,0,0,0,0,4,0,0,33,0,0,0,1,1,0,0,2,1,6,0,2,0,0,0,463,ConfusionMatrix_CART_2023-05-29.csv,CART,2023-05-29
432,0,0,0,0,0,1,0,42,0,0,1,0,0,0,2,250,0,0,6,1,1,0,0,397,0,0,1,0,2,0,0,23,0,0,37,108,134,23,0,108,13,2,0,2,0,0,0,414,ConfusionMatrix_Cons_2023-05-29.csv,Cons,2023-05-29
556,0,0,0,0,1,3,0,41,0,0,4,0,0,0,0,182,0,0,1,7,0,0,0,62,0,0,0,0,2,2,0,33,0,0,0,1,1,1,0,2,0,2,0,1,0,0,0,468,ConfusionMatrix_GBT_2023-05-29.csv,GBT,2023-05-29
554,0,0,0,0,0,6,0,41,3,0,1,0,0,0,2,175,0,1,0,12,1,0,0,61,0,0,0,6,8,14,0,9,0,0,0,2,1,1,0,1,0,5,0,2,0,0,0,464,ConfusionMatrix_KNN_2023-05-29.csv,KNN,2023-05-29
555,0,0,0,1,0,4,0,43,0,0,2,0,0,0,0,183,0,0,0,7,0,0,0,62,0,0,0,0,4,0,0,33,0,0,0,1,2,1,0,1,0,4,0,1,0,0,0,466,ConfusionMatrix_RF_2023-05-29.csv,RF,2023-05-29
547,0,0,0,0,0,13,0,43,0,0,2,0,0,1,0,160,0,4,3,22,0,0,0,62,0,0,0,1,4,1,0,31,0,0,0,0,1,1,0,3,0,15,0,5,0,0,0,451,ConfusionMatrix_SVM_2023-05-29.csv,SVM,2023-05-29
514,0,1,0,0,1,12,0,86,1,0,18,2,0,4,0,392,0,12,2,18,0,0,0,49,0,0,0,1,12,1,0,349,0,2,1,0,2,0,1,4,2,13,0,24,0,1,1,458,ConfusionMatrix_CART_2023-06-08.csv,CART,2023-06-08
314,0,0,0,0,0,3,0,67,0,0,47,1,0,0,0,315,0,6,0,6,2,0,0,351,0,0,0,0,0,0,0,246,0,1,34,17,40,22,144,25,33,0,0,6,0,0,0,320,ConfusionMatrix_Cons_2023-06-08.csv,Cons,2023-06-08
523,0,0,0,0,0,5,0,95,0,0,11,1,0,1,0,409,0,9,0,9,0,0,0,49,0,0,0,1,5,1,0,354,0,4,2,0,1,0,2,3,2,1,0,11,0,0,0,485,ConfusionMatrix_GBT_2023-06-08.csv,GBT,2023-06-08
515,0,1,0,0,0,12,0,53,0,0,54,0,0,2,3,376,0,13,0,34,0,0,0,48,0,0,1,2,14,12,0,334,0,3,2,0,4,0,3,0,1,2,0,23,0,0,0,472,ConfusionMatrix_KNN_2023-06-08.csv,KNN,2023-06-08
515,0,1,0,0,0,12,0,93,0,0,14,0,0,0,0,407,0,11,0,10,0,0,0,49,0,0,0,2,3,4,0,352,0,4,2,0,2,0,2,2,2,2,0,15,0,0,0,480,ConfusionMatrix_RF_2023-06-08.csv,RF,2023-06-08
491,0,1,0,0,0,36,0,71,3,0,33,0,0,6,1,311,0,42,1,67,0,0,0,48,0,0,1,1,187,16,0,155,0,6,0,0,0,0,1,6,3,20,0,34,0,0,0,443,ConfusionMatrix_SVM_2023-06-08.csv,SVM,2023-06-08
486,0,1,0,0,1,15,0,435,0,0,5,0,0,0,0,434,0,9,1,21,1,0,0,48,0,0,0,1,3,3,0,352,2,3,1,0,1,0,0,2,0,5,0,14,0,6,0,464,ConfusionMatrix_CART_2023-07-08.csv,CART,2023-07-08
323,0,0,0,0,0,0,0,291,0,0,2,1,0,0,0,295,0,0,0,4,0,0,0,282,0,0,0,0,0,0,0,193,0,0,40,17,94,3,149,9,11,1,0,2,0,0,0,283,ConfusionMatrix_Cons_2023-07-08.csv,Cons,2023-07-08
501,0,0,0,0,0,2,0,440,0,0,0,0,0,0,0,451,0,1,0,13,0,0,0,49,0,0,0,0,0,5,0,358,0,1,1,0,0,0,1,2,0,1,0,3,0,0,1,484,ConfusionMatrix_GBT_2023-07-08.csv,GBT,2023-07-08
497,0,1,0,0,0,5,0,430,5,0,5,0,0,1,36,403,0,1,0,24,0,0,0,49,0,0,0,2,21,26,0,312,0,3,2,1,0,0,1,0,0,2,0,16,0,4,0,467,ConfusionMatrix_KNN_2023-07-08.csv,KNN,2023-07-08
501,0,0,0,0,0,2,0,439,0,0,1,0,0,0,0,445,0,4,0,16,0,0,0,49,0,0,0,0,3,5,0,355,0,1,1,0,1,0,0,2,0,1,0,13,0,0,0,475,ConfusionMatrix_RF_2023-07-08.csv,RF,2023-07-08
482,0,2,0,1,0,18,0,440,0,0,0,0,0,0,5,412,0,4,0,44,0,0,0,49,0,0,0,0,12,19,0,328,0,5,2,0,0,0,0,1,1,11,0,16,0,1,1,460,ConfusionMatrix_SVM_2023-07-08.csv,SVM,2023-07-08
457,0,8,0,1,0,11,0,385,0,0,13,1,0,5,0,395,0,11,1,34,0,0,1,57,1,0,0,3,9,5,0,387,1,6,0,3,5,0,0,1,1,15,0,18,0,1,2,452,ConfusionMatrix_CART_2023-09-04.csv,CART,2023-09-04
296,0,3,0,0,0,0,0,269,0,0,4,0,0,1,0,270,0,2,0,2,21,0,0,293,1,0,2,0,4,0,0,264,0,0,8,59,50,1,154,6,6,2,0,0,0,0,0,282,ConfusionMatrix_Cons_2023-09-04.csv,Cons,2023-09-04
471,0,5,0,0,0,1,0,394,0,0,5,0,0,1,0,424,0,4,0,17,0,0,2,57,0,0,0,1,5,5,0,400,0,0,0,2,4,0,0,4,0,4,0,8,0,0,0,476,ConfusionMatrix_GBT_2023-09-04.csv,GBT,2023-09-04
462,0,4,0,0,0,11,0,387,5,0,7,0,0,6,29,369,0,3,0,39,0,0,0,58,1,0,0,1,27,22,0,359,0,2,0,2,6,0,2,0,0,14,0,12,0,0,0,462,ConfusionMatrix_KNN_2023-09-04.csv,KNN,2023-09-04
469,0,5,0,0,0,3,0,393,0,0,6,0,0,0,0,420,0,3,0,23,0,0,0,58,1,0,0,2,3,8,0,396,0,2,0,3,5,0,2,0,0,8,0,11,0,0,0,469,ConfusionMatrix_RF_2023-09-04.csv,RF,2023-09-04
456,0,2,0,0,0,19,0,398,1,0,0,0,0,9,18,321,0,3,2,93,0,0,0,58,1,0,0,0,195,40,2,165,2,7,1,2,3,0,0,3,1,31,0,20,0,1,0,436,ConfusionMatrix_SVM_2023-09-04.csv,SVM,2023-09-04
457,0,2,0,0,0,3,0,418,0,0,4,0,0,5,0,400,0,2,3,39,0,0,0,49,0,0,0,0,4,3,0,351,0,0,0,3,0,0,1,0,1,12,0,29,0,2,0,476,ConfusionMatrix_CART_2023-09-06.csv,CART,2023-09-06
279,0,0,0,0,0,2,0,304,0,0,2,0,0,0,0,280,0,1,0,5,3,0,0,278,0,0,2,0,1,2,0,214,0,0,3,52,40,5,134,63,13,0,0,1,0,0,0,316,ConfusionMatrix_Cons_2023-09-06.csv,Cons,2023-09-06
457,0,4,0,0,0,1,0,420,0,0,2,0,0,1,0,429,0,2,0,17,0,0,0,49,0,0,0,0,2,3,0,353,0,0,1,2,0,0,0,2,0,2,0,8,0,0,0,509,ConfusionMatrix_GBT_2023-09-06.csv,GBT,2023-09-06
452,0,1,0,0,0,9,0,406,10,0,6,0,0,2,23,362,0,10,0,52,0,0,0,48,0,0,1,1,33,27,0,294,0,3,1,2,1,0,1,0,0,4,0,8,0,1,0,506,ConfusionMatrix_KNN_2023-09-06.csv,KNN,2023-09-06
457,0,4,0,0,0,1,0,415,0,0,7,0,0,0,0,425,0,2,0,22,0,0,0,49,0,0,0,0,4,4,0,350,0,0,1,2,0,0,2,0,0,6,1,12,0,0,0,500,ConfusionMatrix_RF_2023-09-06.csv,RF,2023-09-06
450,0,0,0,0,0,12,0,415,0,0,7,0,0,4,4,356,0,14,0,71,0,0,0,49,0,0,0,1,46,11,0,281,0,19,1,1,0,0,0,2,1,6,0,9,0,7,0,497,ConfusionMatrix_SVM_2023-09-06.csv,SVM,2023-09-06
484,0,3,0,0,0,1,0,401,0,0,0,0,0,4,0,408,0,0,1,8,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,3,0,4,1,5,0,0,0,447,ConfusionMatrix_CART_2023-09-16.csv,CART,2023-09-16
342,0,0,0,0,0,0,0,341,0,0,0,3,0,0,0,324,0,0,1,5,7,0,0,317,0,0,0,0,0,0,0,0,0,0,5,43,84,21,0,130,20,0,1,7,0,0,1,348,ConfusionMatrix_Cons_2023-09-16.csv,Cons,2023-09-16
485,0,3,0,0,0,0,0,401,0,0,0,0,0,1,0,417,0,0,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,1,0,0,1,0,0,0,456,ConfusionMatrix_GBT_2023-09-16.csv,GBT,2023-09-16
483,2,2,0,0,0,1,0,392,9,0,0,0,0,2,27,373,0,0,0,19,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,1,2,1,0,0,0,0,454,ConfusionMatrix_KNN_2023-09-16.csv,KNN,2023-09-16
485,0,3,0,0,0,0,0,401,0,0,0,0,0,0,0,417,0,0,0,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,1,2,0,1,0,0,0,454,ConfusionMatrix_RF_2023-09-16.csv,RF,2023-09-16
486,0,2,0,0,0,0,0,399,0,0,0,2,0,130,13,225,0,0,0,53,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,1,0,0,0,0,0,0,457,ConfusionMatrix_SVM_2023-09-16.csv,SVM,2023-09-16
