cm_1_1,cm_1_2,cm_1_3,cm_1_4,cm_1_5,cm_1_6,cm_1_7,cm_2_1,cm_2_2,cm_2_3,cm_2_4,cm_2_5,cm_2_6,cm_2_7,cm_3_1,cm_3_2,cm_3_3,cm_3_4,cm_3_5,cm_3_6,cm_3_7,cm_4_1,cm_4_2,cm_4_3,cm_4_4,cm_4_5,cm_4_6,cm_4_7,cm_5_1,cm_5_2,cm_5_3,cm_5_4,cm_5_5,cm_5_6,cm_5_7,cm_6_1,cm_6_2,cm_6_3,cm_6_4,cm_6_5,cm_6_6,cm_6_7,cm_7_1,cm_7_2,cm_7_3,cm_7_4,cm_7_5,cm_7_6,cm_7_7,filename,classifier,date,accuracy,kappa,fscore
468,0,6,0,0,0,6,0,0,0,0,1,0,0,0,0,256,0,0,0,62,1,0,0,30,0,0,0,2,0,3,0,32,0,0,4,0,2,0,0,0,0,10,0,59,0,0,0,315,ConfusionMatrix_KNN_2023-03-23.csv,KNN,2023-03-23,0.8758949880668258,0.8208154918226028,0.6406076459877953
478,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,267,0,0,0,51,0,0,0,31,0,0,0,1,0,0,0,36,0,0,3,0,1,0,0,1,1,2,0,59,0,0,0,323,ConfusionMatrix_RF_2023-03-23.csv,RF,2023-03-23,0.9045346062052506,0.8624569722114573,0.8486438465364285
477,0,2,1,0,0,0,0,1,0,0,0,0,0,3,0,253,0,0,0,62,0,0,0,31,0,0,0,0,0,0,0,37,0,0,4,0,1,0,0,0,1,21,0,115,1,0,0,247,ConfusionMatrix_SVM_2023-03-23.csv,SVM,2023-03-23,0.8321400159108989,0.7584977026837534,0.7690701655050407
480,0,0,3,2,0,9,0,0,0,0,1,0,0,3,0,102,0,1,0,20,0,0,0,37,0,1,0,0,0,0,0,342,0,1,2,0,0,0,1,4,0,6,0,17,0,0,1,344,ConfusionMatrix_CART_2023-04-07.csv,CART,2023-04-07,0.9506172839506173,0.9321658168920417,0.755700426024256
376,0,0,0,0,0,0,0,1,0,0,50,0,0,0,0,120,0,17,0,40,5,0,0,398,0,0,0,0,0,0,0,253,0,0,85,0,128,12,54,65,27,1,0,46,0,0,0,322,ConfusionMatrix_Cons_2023-04-07.csv,Cons,2023-04-07,0.7675,0.7219573841391934,0.6248492238771923
492,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,108,0,2,0,16,0,0,0,38,0,0,0,0,0,0,0,343,0,0,1,0,0,1,1,3,1,3,0,9,0,0,0,356,ConfusionMatrix_GBT_2023-04-07.csv,GBT,2023-04-07,0.9731299927378358,0.9630290236930921,0.7742814163280126
491,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,84,0,0,0,42,2,0,0,34,0,0,2,1,0,6,0,331,0,5,2,0,1,1,0,1,2,0,0,10,0,0,0,358,ConfusionMatrix_KNN_2023-04-07.csv,KNN,2023-04-07,0.9433551198257081,0.9216900586927199,0.6874576579500845
493,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,105,0,1,0,19,1,0,0,36,0,1,0,0,0,2,0,341,0,0,2,0,1,0,0,4,0,4,0,14,0,0,0,350,ConfusionMatrix_RF_2023-04-07.csv,RF,2023-04-07,0.9651416122004357,0.9520450296127165,0.7739904965541907
480,0,0,5,0,4,5,0,0,0,0,1,0,0,4,0,70,0,1,0,51,4,0,0,34,0,0,0,0,2,5,0,325,0,11,3,0,1,0,0,3,0,7,0,17,0,0,0,344,ConfusionMatrix_SVM_2023-04-07.csv,SVM,2023-04-07,0.9121278140885984,0.8786878657285959,0.6817189251391446
505,0,6,7,0,0,10,0,42,0,0,11,0,1,6,0,285,0,1,0,69,4,0,0,57,0,0,0,1,5,1,0,182,0,1,0,0,0,0,0,4,0,9,0,91,0,2,0,362,ConfusionMatrix_CART_2023-04-14.csv,CART,2023-04-14,0.8646209386281588,0.8217189638675183,0.8871739452982583
345,0,1,0,0,0,0,0,26,0,0,9,0,1,1,0,346,0,0,0,17,13,0,1,370,0,8,0,0,0,0,0,140,0,0,92,1,168,2,20,57,35,6,0,20,0,0,0,321,ConfusionMatrix_Cons_2023-04-14.csv,Cons,2023-04-14,0.8025,0.7622032620294296,0.7825456493012848
522,0,3,2,0,1,0,0,46,0,0,8,0,0,0,0,315,0,1,0,45,2,0,0,59,0,0,0,2,2,1,0,185,0,0,0,0,0,0,0,4,0,7,0,49,0,0,0,408,ConfusionMatrix_GBT_2023-04-14.csv,GBT,2023-04-14,0.9259927797833934,0.9024027170988839,0.9228053712410871
493,0,12,4,6,0,13,0,8,0,0,45,0,1,6,0,273,0,1,0,81,3,0,0,58,0,0,0,3,8,2,0,174,0,3,3,0,1,0,0,0,0,9,0,59,0,1,0,395,ConfusionMatrix_KNN_2023-04-14.csv,KNN,2023-04-14,0.8429602888086642,0.7921975517767176,0.6494880981198007
515,0,5,4,0,1,3,0,41,0,0,12,0,1,0,0,303,0,1,0,57,2,0,0,59,0,0,0,1,5,1,0,182,0,1,0,0,0,0,0,4,0,11,0,46,0,0,0,407,ConfusionMatrix_RF_2023-04-14.csv,RF,2023-04-14,0.9091456077015644,0.8801383537017543,0.8998907868912542
491,0,12,1,1,1,22,0,20,2,0,31,0,1,13,0,229,0,0,0,119,3,0,0,58,0,0,0,4,8,3,0,172,0,3,4,0,0,0,0,0,0,16,0,37,0,0,0,411,ConfusionMatrix_SVM_2023-04-14.csv,SVM,2023-04-14,0.8309265944645006,0.7752382987447626,0.6817029092441652
356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,8,0,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,247,ConfusionMatrix_CART_2023-04-19.csv,CART,2023-04-19,0.9850968703427719,0.9740391386101073,0.8332999866613312
363,0,1,0,0,0,0,0,1,21,0,0,3,0,0,0,58,1,0,10,2,9,0,3,499,0,3,0,0,0,0,0,0,0,0,72,0,214,5,0,191,20,2,0,1,0,0,0,521,ConfusionMatrix_Cons_2023-04-19.csv,Cons,2023-04-19,0.8165,0.7683414987168833,0.5403329890160252
355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,8,0,0,0,18,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,249,ConfusionMatrix_GBT_2023-04-19.csv,GBT,2023-04-19,0.9850968703427719,0.9739935584641083,0.825769387097213
353,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,18,0,0,0,18,0,0,1,17,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,249,ConfusionMatrix_KNN_2023-04-19.csv,KNN,2023-04-19,0.9493293591654247,0.9100046547956229,0.49572023095986634
355,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,9,0,0,0,18,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,7,0,1,0,0,0,0,0,248,ConfusionMatrix_RF_2023-04-19.csv,RF,2023-04-19,0.9821162444113264,0.9687536380358099,0.8225496803336915
356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,12,0,0,0,18,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,1,0,2,0,0,0,246,ConfusionMatrix_SVM_2023-04-19.csv,SVM,2023-04-19,0.9731743666169895,0.9529062218531038,0.7879011968907756
524,0,2,0,1,1,3,0,27,0,0,8,0,0,0,0,184,0,15,0,65,2,0,0,49,0,0,0,2,12,13,4,367,0,5,0,0,0,0,1,2,0,3,0,72,0,1,0,426,ConfusionMatrix_CART_2023-05-12.csv,CART,2023-05-12,0.8826159865846842,0.8456530688207614,0.8266616122438365
345,0,1,0,0,0,1,0,30,0,0,19,0,0,0,0,229,0,18,3,55,2,0,0,317,0,0,2,1,3,1,0,317,0,1,44,1,68,4,81,91,43,0,0,4,0,0,0,319,ConfusionMatrix_Cons_2023-05-12.csv,Cons,2023-05-12,0.824,0.7904236716462876,0.7883689571789748
529,0,2,0,0,0,0,0,28,0,0,7,0,0,0,0,199,0,10,0,55,1,0,0,50,0,0,0,2,4,5,0,392,0,0,0,0,0,0,0,3,0,1,0,29,0,0,0,472,ConfusionMatrix_GBT_2023-05-12.csv,GBT,2023-05-12,0.9351593068753493,0.9143311710131861,0.9286841098685024
526,0,0,0,0,0,5,0,15,0,0,20,0,0,4,0,159,0,15,0,86,3,0,0,48,0,0,0,9,8,13,7,353,0,13,1,0,1,0,0,0,1,1,0,23,0,0,0,478,ConfusionMatrix_KNN_2023-05-12.csv,KNN,2023-05-12,0.8826159865846842,0.8439354406417553,0.6952082619532108
525,0,2,0,0,0,4,0,25,0,0,10,0,0,0,1,185,0,15,0,63,1,0,0,50,0,0,0,4,4,5,0,389,0,1,0,0,1,0,0,2,0,1,0,28,0,0,0,473,ConfusionMatrix_RF_2023-05-12.csv,RF,2023-05-12,0.9217439910564561,0.8964264949015502,0.8814543378791184
484,0,2,1,0,36,8,0,8,3,0,24,0,0,0,0,151,0,8,1,104,4,0,0,43,0,4,0,9,14,54,11,304,0,11,0,0,1,0,0,2,0,1,0,35,0,0,0,466,ConfusionMatrix_SVM_2023-05-12.csv,SVM,2023-05-12,0.8149804359977642,0.7569482040545095,0.6269786581077926
487,0,1,0,0,1,2,0,35,0,0,12,0,0,1,0,204,0,15,0,26,0,0,0,38,0,0,0,7,17,19,1,362,1,1,2,0,1,0,0,3,0,2,0,17,0,2,0,451,ConfusionMatrix_CART_2023-05-27.csv,CART,2023-05-27,0.9250585480093677,0.9016394180176264,0.8447219792251491
330,0,0,0,0,0,3,0,65,0,0,9,0,0,0,0,281,0,6,4,25,2,0,0,314,0,0,0,4,2,3,0,309,0,0,45,24,65,7,76,76,32,1,0,6,0,0,0,311,ConfusionMatrix_Cons_2023-05-27.csv,Cons,2023-05-27,0.843,0.8142707494766753,0.8104533378535473
484,0,2,0,0,0,5,0,38,0,0,9,0,0,0,0,227,0,7,0,12,0,0,0,38,0,0,0,7,4,11,0,386,0,0,1,0,0,0,0,5,0,2,0,2,0,0,0,468,ConfusionMatrix_GBT_2023-05-27.csv,GBT,2023-05-27,0.9637002341920374,0.9522731718221702,0.9438907607213822
478,0,4,0,2,0,7,0,17,0,0,30,0,0,0,0,193,0,11,0,42,0,0,0,38,0,0,0,15,7,23,0,358,0,5,3,0,0,0,0,1,2,2,0,9,0,2,0,459,ConfusionMatrix_KNN_2023-05-27.csv,KNN,2023-05-27,0.9039812646370023,0.8730416574129891,0.7652577025631025
480,0,4,1,1,0,5,0,36,0,0,11,0,0,0,0,219,0,9,0,18,0,0,0,38,0,0,0,7,8,15,0,377,0,1,2,0,1,0,0,3,0,2,0,3,0,0,0,467,ConfusionMatrix_RF_2023-05-27.csv,RF,2023-05-27,0.9484777517564403,0.9322633663625135,0.8893422592044331
465,0,7,1,1,0,17,0,30,4,0,13,0,0,0,0,163,0,33,0,50,0,0,0,38,0,0,0,18,18,85,0,285,0,2,1,0,1,0,0,4,0,16,0,47,0,0,0,409,ConfusionMatrix_SVM_2023-05-27.csv,SVM,2023-05-27,0.8161592505854801,0.7596530979542963,0.796838943489498
551,0,0,0,1,2,6,0,36,0,0,9,0,0,0,0,181,0,1,1,7,0,0,0,62,0,0,0,0,4,0,0,33,0,0,0,1,1,0,0,2,1,6,0,2,0,0,0,463,ConfusionMatrix_CART_2023-05-29.csv,CART,2023-05-29,0.9693430656934306,0.9556706376140108,0.8547575681960659
432,0,0,0,0,0,1,0,42,0,0,1,0,0,0,2,250,0,0,6,1,1,0,0,397,0,0,1,0,2,0,0,23,0,0,37,108,134,23,0,108,13,2,0,2,0,0,0,414,ConfusionMatrix_Cons_2023-05-29.csv,Cons,2023-05-29,0.833,0.7971384372249752,0.777598011574682
556,0,0,0,0,1,3,0,41,0,0,4,0,0,0,0,182,0,0,1,7,0,0,0,62,0,0,0,0,2,2,0,33,0,0,0,1,1,1,0,2,0,2,0,1,0,0,0,468,ConfusionMatrix_GBT_2023-05-29.csv,GBT,2023-05-29,0.981021897810219,0.9725295700438124,0.8855292001274446
554,0,0,0,0,0,6,0,41,3,0,1,0,0,0,2,175,0,1,0,12,1,0,0,61,0,0,0,6,8,14,0,9,0,0,0,2,1,1,0,1,0,5,0,2,0,0,0,464,ConfusionMatrix_KNN_2023-05-29.csv,KNN,2023-05-29,0.9525547445255474,0.9309276023539689,0.7708301664359689
555,0,0,0,1,0,4,0,43,0,0,2,0,0,0,0,183,0,0,0,7,0,0,0,62,0,0,0,0,4,0,0,33,0,0,0,1,2,1,0,1,0,4,0,1,0,0,0,466,ConfusionMatrix_RF_2023-05-29.csv,RF,2023-05-29,0.9802919708029197,0.971468240194377,0.8718082611308737
547,0,0,0,0,0,13,0,43,0,0,2,0,0,1,0,160,0,4,3,22,0,0,0,62,0,0,0,1,4,1,0,31,0,0,0,0,1,1,0,3,0,15,0,5,0,0,0,451,ConfusionMatrix_SVM_2023-05-29.csv,SVM,2023-05-29,0.9467153284671533,0.9226529848322202,0.8746102685112158
514,0,1,0,0,1,12,0,86,1,0,18,2,0,4,0,392,0,12,2,18,0,0,0,49,0,0,0,1,12,1,0,349,0,2,1,0,2,0,1,4,2,13,0,24,0,1,1,458,ConfusionMatrix_CART_2023-06-08.csv,CART,2023-06-08,0.9334677419354839,0.9149180589902499,0.8561722717987601
314,0,0,0,0,0,3,0,67,0,0,47,1,0,0,0,315,0,6,0,6,2,0,0,351,0,0,0,0,0,0,0,246,0,1,34,17,40,22,144,25,33,0,0,6,0,0,0,320,ConfusionMatrix_Cons_2023-06-08.csv,Cons,2023-06-08,0.819,0.7866650951388223,0.7551556250416818
523,0,0,0,0,0,5,0,95,0,0,11,1,0,1,0,409,0,9,0,9,0,0,0,49,0,0,0,1,5,1,0,354,0,4,2,0,1,0,2,3,2,1,0,11,0,0,0,485,ConfusionMatrix_GBT_2023-06-08.csv,GBT,2023-06-08,0.9667338709677419,0.9574233699345471,0.8889797897447844
515,0,1,0,0,0,12,0,53,0,0,54,0,0,2,3,376,0,13,0,34,0,0,0,48,0,0,1,2,14,12,0,334,0,3,2,0,4,0,3,0,1,2,0,23,0,0,0,472,ConfusionMatrix_KNN_2023-06-08.csv,KNN,2023-06-08,0.90625,0.8795940135035178,0.7505322660805387
515,0,1,0,0,0,12,0,93,0,0,14,0,0,0,0,407,0,11,0,10,0,0,0,49,0,0,0,2,3,4,0,352,0,4,2,0,2,0,2,2,2,2,0,15,0,0,0,480,ConfusionMatrix_RF_2023-06-08.csv,RF,2023-06-08,0.9566532258064516,0.944495408665826,0.8689660590643119
491,0,1,0,0,0,36,0,71,3,0,33,0,0,6,1,311,0,42,1,67,0,0,0,48,0,0,1,1,187,16,0,155,0,6,0,0,0,0,1,6,3,20,0,34,0,0,0,443,ConfusionMatrix_SVM_2023-06-08.csv,SVM,2023-06-08,0.7686491935483871,0.7077249458396854,0.7383240946116879
486,0,1,0,0,1,15,0,435,0,0,5,0,0,0,0,434,0,9,1,21,1,0,0,48,0,0,0,1,3,3,0,352,2,3,1,0,1,0,0,2,0,5,0,14,0,6,0,464,ConfusionMatrix_CART_2023-07-08.csv,CART,2023-07-08,0.95980985306828,0.950173165164698,0.8847204654031054
323,0,0,0,0,0,0,0,291,0,0,2,1,0,0,0,295,0,0,0,4,0,0,0,282,0,0,0,0,0,0,0,193,0,0,40,17,94,3,149,9,11,1,0,2,0,0,0,283,ConfusionMatrix_Cons_2023-07-08.csv,Cons,2023-07-08,0.838,0.8116140518474179,0.7855599185608572
501,0,0,0,0,0,2,0,440,0,0,0,0,0,0,0,451,0,1,0,13,0,0,0,49,0,0,0,0,0,5,0,358,0,1,1,0,0,0,1,2,0,1,0,3,0,0,1,484,ConfusionMatrix_GBT_2023-07-08.csv,GBT,2023-07-08,0.9874675885911841,0.9844539647996027,0.9301942302084438
497,0,1,0,0,0,5,0,430,5,0,5,0,0,1,36,403,0,1,0,24,0,0,0,49,0,0,0,2,21,26,0,312,0,3,2,1,0,0,1,0,0,2,0,16,0,4,0,467,ConfusionMatrix_KNN_2023-07-08.csv,KNN,2023-07-08,0.9325842696629213,0.9162967677758416,0.806766891700085
501,0,0,0,0,0,2,0,439,0,0,1,0,0,0,0,445,0,4,0,16,0,0,0,49,0,0,0,0,3,5,0,355,0,1,1,0,1,0,0,2,0,1,0,13,0,0,0,475,ConfusionMatrix_RF_2023-07-08.csv,RF,2023-07-08,0.9792566983578219,0.9742670396994485,0.9376095761855066
482,0,2,0,1,0,18,0,440,0,0,0,0,0,0,5,412,0,4,0,44,0,0,0,49,0,0,0,0,12,19,0,328,0,5,2,0,0,0,0,1,1,11,0,16,0,1,1,460,ConfusionMatrix_SVM_2023-07-08.csv,SVM,2023-07-08,0.9386343993085566,0.9238245638356545,0.8608991970171121
457,0,8,0,1,0,11,0,385,0,0,13,1,0,5,0,395,0,11,1,34,0,0,1,57,1,0,0,3,9,5,0,387,1,6,0,3,5,0,0,1,1,15,0,18,0,1,2,452,ConfusionMatrix_CART_2023-09-04.csv,CART,2023-09-04,0.9318777292576419,0.9158353233427635,0.8256296535745092
296,0,3,0,0,0,0,0,269,0,0,4,0,0,1,0,270,0,2,0,2,21,0,0,293,1,0,2,0,4,0,0,264,0,0,8,59,50,1,154,6,6,2,0,0,0,0,0,282,ConfusionMatrix_Cons_2023-09-04.csv,Cons,2023-09-04,0.84,0.8134511622429815,0.7825684384027288
471,0,5,0,0,0,1,0,394,0,0,5,0,0,1,0,424,0,4,0,17,0,0,2,57,0,0,0,1,5,5,0,400,0,0,0,2,4,0,0,4,0,4,0,8,0,0,0,476,ConfusionMatrix_GBT_2023-09-04.csv,GBT,2023-09-04,0.9720524017467249,0.9654680869612341,0.9171734707134457
462,0,4,0,0,0,11,0,387,5,0,7,0,0,6,29,369,0,3,0,39,0,0,0,58,1,0,0,1,27,22,0,359,0,2,0,2,6,0,2,0,0,14,0,12,0,0,0,462,ConfusionMatrix_KNN_2023-09-04.csv,KNN,2023-09-04,0.9157205240174673,0.8958251818468951,0.7949032727979329
469,0,5,0,0,0,3,0,393,0,0,6,0,0,0,0,420,0,3,0,23,0,0,0,58,1,0,0,2,3,8,0,396,0,2,0,3,5,0,2,0,0,8,0,11,0,0,0,469,ConfusionMatrix_RF_2023-09-04.csv,RF,2023-09-04,0.962882096069869,0.954119206621731,0.8307788089444373
456,0,2,0,0,0,19,0,398,1,0,0,0,0,9,18,321,0,3,2,93,0,0,0,58,1,0,0,0,195,40,2,165,2,7,1,2,3,0,0,3,1,31,0,20,0,1,0,436,ConfusionMatrix_SVM_2023-09-04.csv,SVM,2023-09-04,0.8021834061135371,0.7556273989796077,0.7463686975077201
457,0,2,0,0,0,3,0,418,0,0,4,0,0,5,0,400,0,2,3,39,0,0,0,49,0,0,0,0,4,3,0,351,0,0,0,3,0,0,1,0,1,12,0,29,0,2,0,476,ConfusionMatrix_CART_2023-09-06.csv,CART,2023-09-06,0.9500883392226148,0.9380827162749722,0.8234821740266814
279,0,0,0,0,0,2,0,304,0,0,2,0,0,0,0,280,0,1,0,5,3,0,0,278,0,0,2,0,1,2,0,214,0,0,3,52,40,5,134,63,13,0,0,1,0,0,0,316,ConfusionMatrix_Cons_2023-09-06.csv,Cons,2023-09-06,0.867,0.8451400914546731,0.8372842974056749
457,0,4,0,0,0,1,0,420,0,0,2,0,0,1,0,429,0,2,0,17,0,0,0,49,0,0,0,0,2,3,0,353,0,0,1,2,0,0,0,2,0,2,0,8,0,0,0,509,ConfusionMatrix_GBT_2023-09-06.csv,GBT,2023-09-06,0.9801236749116607,0.975335899484349,0.9251479680344438
452,0,1,0,0,0,9,0,406,10,0,6,0,0,2,23,362,0,10,0,52,0,0,0,48,0,0,1,1,33,27,0,294,0,3,1,2,1,0,1,0,0,4,0,8,0,1,0,506,ConfusionMatrix_KNN_2023-09-06.csv,KNN,2023-09-06,0.9134275618374559,0.8923821280372903,0.7909316644964836
457,0,4,0,0,0,1,0,415,0,0,7,0,0,0,0,425,0,2,0,22,0,0,0,49,0,0,0,0,4,4,0,350,0,0,1,2,0,0,2,0,0,6,1,12,0,0,0,500,ConfusionMatrix_RF_2023-09-06.csv,RF,2023-09-06,0.9699646643109541,0.9627267627566874,0.836357666275516
450,0,0,0,0,0,12,0,415,0,0,7,0,0,4,4,356,0,14,0,71,0,0,0,49,0,0,0,1,46,11,0,281,0,19,1,1,0,0,0,2,1,6,0,9,0,7,0,497,ConfusionMatrix_SVM_2023-09-06.csv,SVM,2023-09-06,0.9054770318021201,0.8824707211408658,0.8677201946671902
484,0,3,0,0,0,1,0,401,0,0,0,0,0,4,0,408,0,0,1,8,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,3,0,4,1,5,0,0,0,447,ConfusionMatrix_CART_2023-09-16.csv,CART,2023-09-16,0.9816870144284129,0.9758193588263041,0.7706863318464351
342,0,0,0,0,0,0,0,341,0,0,0,3,0,0,0,324,0,0,1,5,7,0,0,317,0,0,0,0,0,0,0,0,0,0,5,43,84,21,0,130,20,0,1,7,0,0,1,348,ConfusionMatrix_Cons_2023-09-16.csv,Cons,2023-09-16,0.901,0.8809367750222191,0.7561173271548355
485,0,3,0,0,0,0,0,401,0,0,0,0,0,1,0,417,0,0,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,1,0,0,1,0,0,0,456,ConfusionMatrix_GBT_2023-09-16.csv,GBT,2023-09-16,0.9933407325194229,0.9912092200743949,0.8130712113825078
483,2,2,0,0,0,1,0,392,9,0,0,0,0,2,27,373,0,0,0,19,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,1,2,1,0,0,0,0,454,ConfusionMatrix_KNN_2023-09-16.csv,KNN,2023-09-16,0.9605993340732519,0.947966499636617,0.76265458577551
485,0,3,0,0,0,0,0,401,0,0,0,0,0,0,0,417,0,0,0,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,1,2,0,1,0,0,0,454,ConfusionMatrix_RF_2023-09-16.csv,RF,2023-09-16,0.9916759156492786,0.9890094564214579,0.7981695546258543
486,0,2,0,0,0,0,0,399,0,0,0,2,0,130,13,225,0,0,0,53,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,1,0,0,0,0,0,0,457,ConfusionMatrix_SVM_2023-09-16.csv,SVM,2023-09-16,0.8862375138734739,0.8492164693281784,0.7184712272333796
