cm_1_1,cm_1_2,cm_1_3,cm_1_4,cm_1_5,cm_1_6,cm_1_7,cm_2_1,cm_2_2,cm_2_3,cm_2_4,cm_2_5,cm_2_6,cm_2_7,cm_3_1,cm_3_2,cm_3_3,cm_3_4,cm_3_5,cm_3_6,cm_3_7,cm_4_1,cm_4_2,cm_4_3,cm_4_4,cm_4_5,cm_4_6,cm_4_7,cm_5_1,cm_5_2,cm_5_3,cm_5_4,cm_5_5,cm_5_6,cm_5_7,cm_6_1,cm_6_2,cm_6_3,cm_6_4,cm_6_5,cm_6_6,cm_6_7,cm_7_1,cm_7_2,cm_7_3,cm_7_4,cm_7_5,cm_7_6,cm_7_7,filename,classifier,date,accuracy,kappa,fscore
538,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0,0,0,37,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,1,4,0,1,0,0,0,445,ConfusionMatrix_KNN_2020-03-25.csv,KNN,2020-03-25,0.9789875835721108,0.9612772424366725,0.5273606923374257
537,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,1,0,0,0,449,ConfusionMatrix_RF_2020-03-25.csv,RF,2020-03-25,0.9952244508118434,0.9913006775002452,0.8179857723334012
535,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,9,0,2,0,0,1,438,ConfusionMatrix_SVM_2020-03-25.csv,SVM,2020-03-25,0.9828080229226361,0.9686961201526825,0.8016880707608086
424,0,3,1,2,2,47,0,6,0,0,3,0,0,5,0,271,0,14,0,31,0,0,0,67,0,1,0,5,2,9,0,361,0,3,4,0,0,1,0,4,0,47,0,38,0,2,0,366,ConfusionMatrix_CART_2020-03-28.csv,CART,2020-03-28,0.8720186154741129,0.8331897595503029,0.809818463950352
346,0,0,0,0,0,3,0,5,0,0,7,0,0,3,0,262,0,24,0,33,2,0,0,316,0,0,0,3,0,1,0,340,0,0,58,0,40,8,124,74,24,2,0,24,0,2,0,299,ConfusionMatrix_Cons_2020-03-28.csv,Cons,2020-03-28,0.821,0.7852748317211451,0.7622059694189219
443,0,3,1,0,0,32,0,9,0,0,0,0,0,2,0,292,0,7,0,20,0,0,0,68,0,0,0,3,0,1,0,375,0,1,3,0,0,1,0,5,0,17,0,29,0,0,0,407,ConfusionMatrix_GBT_2020-03-28.csv,GBT,2020-03-28,0.9301919720767888,0.9090491429155949,0.9164602890392288
427,0,6,1,0,0,45,0,5,0,0,4,0,0,12,0,255,0,8,0,46,1,0,0,67,0,0,0,14,1,17,0,341,0,7,8,0,0,1,0,0,0,22,0,42,0,1,0,388,ConfusionMatrix_KNN_2020-03-28.csv,KNN,2020-03-28,0.8627108784176847,0.8205716898992075,0.7261113023393003
441,0,3,1,0,0,34,0,5,0,0,4,0,0,1,0,289,0,8,0,23,0,0,0,68,0,0,0,8,0,5,0,366,0,1,6,0,0,1,0,2,0,20,0,36,0,0,0,397,ConfusionMatrix_RF_2020-03-28.csv,RF,2020-03-28,0.9121582315299592,0.8854245843938121,0.8158471614718509
401,0,8,1,5,0,64,0,5,0,0,4,0,0,24,1,217,0,36,0,43,0,0,0,68,0,0,0,17,24,39,0,299,1,0,2,0,0,0,0,3,4,33,5,105,0,3,2,305,ConfusionMatrix_SVM_2020-03-28.csv,SVM,2020-03-28,0.7550901687027342,0.6829580401811922,0.6589122613337333
471,0,2,0,1,0,29,0,0,0,0,0,0,0,7,0,258,0,2,0,48,0,0,0,57,0,0,0,3,0,8,1,419,0,3,0,0,0,1,0,4,0,56,0,75,0,8,1,328,ConfusionMatrix_CART_2020-04-12.csv,CART,2020-04-12,0.8625140291806959,0.8193233284335147,0.7416411764614653
328,0,0,0,0,0,3,0,6,0,0,1,0,0,0,0,282,0,14,0,27,13,0,0,312,19,0,4,0,0,3,0,312,0,0,32,3,40,2,196,56,15,3,0,13,0,1,0,315,ConfusionMatrix_Cons_2020-04-12.csv,Cons,2020-04-12,0.8055,0.7674750842678663,0.7694514558391027
474,0,1,0,0,0,28,0,0,0,0,0,0,0,0,0,290,0,1,0,24,1,0,0,56,0,0,0,2,0,3,0,426,0,3,0,0,0,1,0,4,0,33,0,40,0,3,0,392,ConfusionMatrix_GBT_2020-04-12.csv,GBT,2020-04-12,0.9214365881032548,0.8966827749545596,0.7919719265734251
469,0,4,0,0,0,30,0,0,0,0,0,0,0,1,0,270,0,3,0,41,3,0,0,54,0,0,0,16,0,18,0,372,0,28,3,0,1,0,1,0,0,47,0,65,0,3,0,353,ConfusionMatrix_KNN_2020-04-12.csv,KNN,2020-04-12,0.8518518518518519,0.804998638362852,0.6225803973933759
471,0,1,0,0,0,31,0,0,0,0,0,0,0,0,0,277,0,2,0,36,0,0,0,57,0,0,0,2,0,4,0,422,0,6,0,0,0,0,1,4,0,27,0,41,0,5,0,395,ConfusionMatrix_RF_2020-04-12.csv,RF,2020-04-12,0.9124579124579124,0.8848115039326815,0.7881826921990912
443,0,4,0,1,0,55,0,0,0,0,0,0,0,13,0,236,0,6,0,60,0,0,0,57,0,0,0,25,0,11,3,392,0,3,0,0,0,0,1,4,0,86,0,70,0,0,1,311,ConfusionMatrix_SVM_2020-04-12.csv,SVM,2020-04-12,0.8097643097643098,0.7494815233199427,0.7111436004937985
495,0,0,0,1,0,18,0,0,0,0,0,0,0,0,1,25,0,0,0,4,0,0,0,39,0,0,0,0,0,0,0,34,0,0,2,0,0,0,0,3,0,8,0,12,0,0,0,478,ConfusionMatrix_CART_2020-05-09.csv,CART,2020-05-09,0.9589285714285715,0.9305654762706976,0.7730332087083879
440,0,0,0,0,0,1,0,19,3,0,0,0,0,0,6,83,0,0,1,6,0,0,0,481,1,0,13,0,0,0,0,30,0,0,51,16,217,6,0,142,43,2,0,1,0,0,0,438,ConfusionMatrix_Cons_2020-05-09.csv,Cons,2020-05-09,0.8165,0.7721657292559069,0.7590117067497236
509,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,22,0,0,0,8,0,0,0,39,0,0,0,0,0,0,0,34,0,0,1,0,0,0,0,4,0,3,0,4,0,0,0,491,ConfusionMatrix_GBT_2020-05-09.csv,GBT,2020-05-09,0.98125,0.9680744061798827,0.8046237162126777
507,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,10,0,1,0,19,0,0,0,39,0,0,0,1,0,0,0,33,0,0,1,0,1,0,0,1,2,4,0,1,0,0,0,493,ConfusionMatrix_KNN_2020-05-09.csv,KNN,2020-05-09,0.9669642857142857,0.9431301994560042,0.6745647337329012
507,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,21,0,0,0,9,0,0,0,39,0,0,0,0,0,0,0,34,0,0,1,0,0,0,0,4,0,5,0,5,0,0,0,488,ConfusionMatrix_RF_2020-05-09.csv,RF,2020-05-09,0.9758928571428571,0.9589528079455636,0.798108983206082
506,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,24,0,0,0,39,0,0,0,1,0,0,0,33,0,0,1,0,0,0,0,4,0,9,0,2,0,0,0,487,ConfusionMatrix_SVM_2020-05-09.csv,SVM,2020-05-09,0.9598214285714286,0.93070231281031,0.7327204371680144
510,0,4,0,3,3,4,0,8,0,0,0,0,0,0,0,307,0,10,0,13,0,0,0,41,0,0,0,1,0,6,0,306,0,3,1,0,1,0,0,6,0,10,0,28,0,6,0,470,ConfusionMatrix_CART_2020-05-29.csv,CART,2020-05-29,0.9465824238943136,0.9292027620511798,0.9257604214941132
330,0,0,0,0,1,1,0,38,0,0,0,0,0,0,0,331,0,5,0,1,0,0,0,367,0,1,0,0,0,0,0,243,0,0,33,12,107,3,35,154,5,0,0,4,0,2,0,327,ConfusionMatrix_Cons_2020-05-29.csv,Cons,2020-05-29,0.895,0.8749087504009622,0.8812184747613533
517,0,0,0,1,2,4,0,8,0,0,0,0,0,0,0,322,0,5,0,3,0,0,0,41,0,0,0,1,0,1,0,314,0,0,1,0,1,0,0,6,0,0,0,8,0,2,0,504,ConfusionMatrix_GBT_2020-05-29.csv,GBT,2020-05-29,0.9833429063756461,0.9778881905971488,0.9545601950987364
512,0,0,0,0,0,12,0,8,0,0,0,0,0,7,0,298,0,9,0,16,1,0,0,40,0,0,0,15,0,25,0,263,0,13,2,0,2,0,2,2,0,0,0,19,0,9,0,486,ConfusionMatrix_KNN_2020-05-29.csv,KNN,2020-05-29,0.9241815048822516,0.898945846508603,0.8641289075362407
513,0,1,0,0,2,8,0,8,0,0,0,0,0,0,0,319,0,6,0,5,1,0,0,40,0,0,0,2,0,3,0,310,0,1,1,0,1,0,1,5,0,0,0,12,0,5,0,497,ConfusionMatrix_RF_2020-05-29.csv,RF,2020-05-29,0.9718552556002298,0.9626350176753199,0.9342018078752911
488,0,0,0,2,1,33,0,8,0,0,0,0,0,0,0,282,0,16,3,29,0,0,0,41,0,0,0,7,0,19,0,288,0,2,1,0,1,0,0,6,0,8,0,7,0,9,0,490,ConfusionMatrix_SVM_2020-05-29.csv,SVM,2020-05-29,0.9207352096496266,0.8945725426456869,0.9041645543359244
502,0,0,0,1,2,6,0,450,0,0,1,0,0,4,0,388,0,4,2,14,0,0,0,46,0,0,0,0,0,1,0,34,0,2,1,1,1,0,0,2,0,5,0,10,0,1,1,479,ConfusionMatrix_CART_2020-06-23.csv,CART,2020-06-23,0.9708886618998979,0.9621901051133102,0.8715551082539884
346,0,0,0,0,0,1,0,357,0,0,0,2,0,1,1,314,0,0,0,2,0,0,0,307,0,0,0,0,0,0,0,27,0,0,71,90,122,4,1,35,0,0,0,0,0,0,0,319,ConfusionMatrix_Cons_2020-06-23.csv,Cons,2020-06-23,0.8525,0.8235947678806138,0.8267621030772948
507,0,2,0,0,0,2,0,451,0,0,0,0,0,2,0,400,0,1,0,9,0,0,0,46,0,0,0,0,0,0,0,37,0,0,0,1,1,0,0,3,0,1,0,4,0,0,0,491,ConfusionMatrix_GBT_2020-06-23.csv,GBT,2020-06-23,0.9882533197139939,0.9847295215573351,0.955638876588707
504,0,1,0,0,0,6,0,447,4,0,0,0,0,7,12,381,0,1,0,11,0,0,0,46,0,0,0,11,3,4,0,17,0,2,2,1,1,0,0,1,0,5,0,4,0,0,0,487,ConfusionMatrix_KNN_2020-06-23.csv,KNN,2020-06-23,0.9616956077630235,0.9500192129072618,0.8307368413015269
507,0,1,0,0,0,3,0,451,0,0,0,0,0,2,0,400,0,0,0,10,0,0,0,46,0,0,0,2,1,2,0,32,0,0,0,1,1,0,0,3,0,1,0,5,0,0,0,490,ConfusionMatrix_RF_2020-06-23.csv,RF,2020-06-23,0.9851889683350358,0.9807291182337933,0.9459898009710261
477,0,3,0,0,0,31,0,449,1,0,1,0,0,2,0,401,0,0,0,9,0,0,0,46,0,0,0,0,0,1,0,36,0,0,0,1,3,0,0,1,0,31,0,20,0,0,0,445,ConfusionMatrix_SVM_2020-06-23.csv,SVM,2020-06-23,0.9473953013278856,0.9316221639204642,0.8711741258558972
481,0,2,3,1,1,12,0,408,0,0,4,0,0,2,0,355,0,16,0,19,6,0,0,53,0,0,0,4,7,18,1,431,0,9,2,0,0,1,0,1,0,14,0,7,0,3,0,479,ConfusionMatrix_CART_2020-06-26.csv,CART,2020-06-26,0.9435897435897436,0.9301498697772679,0.8522880888851017
289,0,0,0,0,0,1,0,269,0,0,2,0,0,1,0,282,0,7,0,6,16,0,0,272,0,0,0,1,1,5,0,282,0,0,58,10,77,18,85,7,24,2,0,1,0,0,0,284,ConfusionMatrix_Cons_2020-06-26.csv,Cons,2020-06-26,0.8425,0.8160641941801543,0.784455009264602
497,0,2,0,0,0,1,0,410,0,0,2,0,0,1,0,381,0,5,0,5,6,0,0,53,0,0,0,4,1,12,0,451,0,2,2,0,0,0,0,2,0,6,0,3,0,0,0,494,ConfusionMatrix_GBT_2020-06-26.csv,GBT,2020-06-26,0.9777777777777777,0.9724790001969986,0.9296315417232227
481,0,3,7,0,0,9,0,399,4,0,9,0,0,6,4,361,1,7,0,13,1,0,0,58,0,0,0,6,42,62,0,346,0,14,2,0,0,0,0,0,2,5,0,15,0,1,0,482,ConfusionMatrix_KNN_2020-06-26.csv,KNN,2020-06-26,0.908974358974359,0.8875217319874998,0.7794082110322427
491,0,3,3,0,0,3,0,405,0,0,7,0,0,0,0,378,0,6,0,8,7,0,0,52,0,0,0,5,1,21,0,438,0,5,2,0,0,1,0,1,0,3,0,7,0,0,0,493,ConfusionMatrix_RF_2020-06-26.csv,RF,2020-06-26,0.964957264957265,0.9566146885552813,0.8768632592077142
463,0,1,1,1,0,34,0,367,8,0,37,0,0,2,0,361,0,8,1,20,5,0,0,54,0,0,0,5,28,27,0,399,0,11,0,0,1,1,0,2,0,53,0,18,0,0,0,432,ConfusionMatrix_SVM_2020-06-26.csv,SVM,2020-06-26,0.888034188034188,0.8613985704438577,0.8500820331537905
485,0,0,0,2,0,11,0,434,0,0,4,4,0,2,0,384,0,7,2,35,0,0,0,37,0,0,1,2,0,4,0,195,0,0,1,2,0,0,2,1,2,16,0,28,0,1,2,427,ConfusionMatrix_CART_2020-08-07.csv,CART,2020-08-07,0.9387852702056433,0.923071705236969,0.830344341517968
333,0,0,0,0,0,1,0,334,0,0,1,0,0,0,0,288,0,1,0,4,0,0,0,283,0,0,10,1,0,0,0,124,0,0,7,108,113,4,15,39,12,1,0,3,0,0,0,318,ConfusionMatrix_Cons_2020-08-07.csv,Cons,2020-08-07,0.8595,0.8344576662301298,0.8234989932687294
493,0,1,0,0,0,4,0,441,0,0,1,0,0,0,0,402,0,3,0,25,1,0,0,37,0,0,0,0,0,2,0,199,0,0,0,2,2,1,0,3,0,6,0,15,0,0,0,453,ConfusionMatrix_GBT_2020-08-07.csv,GBT,2020-08-07,0.96987087517934,0.962094233666621,0.9114620155469343
491,0,0,0,0,0,7,0,431,6,0,3,0,2,2,13,350,0,8,0,57,0,0,0,37,0,0,1,4,4,29,0,162,0,2,0,2,3,0,1,0,2,8,0,23,0,0,0,443,ConfusionMatrix_KNN_2020-08-07.csv,KNN,2020-08-07,0.9153515064562411,0.8931914826075101,0.789314396329231
490,0,0,0,1,0,7,0,440,0,0,2,0,0,0,0,396,0,3,0,31,1,0,0,37,0,0,0,1,0,7,0,193,0,0,0,2,3,0,0,1,2,8,0,17,0,0,0,449,ConfusionMatrix_RF_2020-08-07.csv,RF,2020-08-07,0.959349593495935,0.9488212488496407,0.8589026023464105
485,0,1,0,0,0,12,0,436,5,0,0,1,0,2,5,362,0,6,4,51,0,0,0,37,0,1,0,4,2,11,0,184,0,0,0,2,2,0,0,4,0,93,2,33,0,0,0,346,ConfusionMatrix_SVM_2020-08-07.csv,SVM,2020-08-07,0.8866571018651362,0.8572804352603005,0.841594974525899
487,0,0,1,1,0,19,0,401,0,0,29,3,0,0,0,323,0,36,0,38,0,0,0,51,1,0,2,1,16,27,0,366,0,6,1,0,2,0,0,2,0,28,0,39,0,2,2,402,ConfusionMatrix_CART_2020-08-10.csv,CART,2020-08-10,0.8888888888888888,0.8624938960536417,0.8178073448671108
279,0,0,0,0,0,3,0,257,0,0,3,0,0,0,0,302,0,0,0,7,2,0,0,268,0,0,0,0,3,9,0,270,0,0,20,89,122,5,35,13,22,1,0,16,0,0,0,274,ConfusionMatrix_Cons_2020-08-10.csv,Cons,2020-08-10,0.8315,0.8035996054508394,0.7854443337799291
490,0,1,0,0,0,17,0,426,0,0,6,0,1,1,0,367,0,2,0,27,1,0,0,53,0,0,0,2,6,17,0,389,0,2,0,0,3,0,0,1,1,14,0,16,0,0,0,443,ConfusionMatrix_GBT_2020-08-10.csv,GBT,2020-08-10,0.9488188976377953,0.9366207696350685,0.8665595470813878
475,0,0,0,0,0,33,0,406,3,0,24,0,0,2,17,328,0,11,0,39,0,0,0,52,0,0,2,4,57,48,0,297,0,10,0,0,3,0,0,0,2,22,1,27,0,0,0,423,ConfusionMatrix_KNN_2020-08-10.csv,KNN,2020-08-10,0.8665791776027997,0.8346992815702609,0.7541027082294279
485,0,0,0,0,0,23,0,424,0,0,9,0,0,0,0,359,0,5,0,33,1,0,0,53,0,0,0,2,16,26,0,369,0,3,0,0,3,0,0,0,2,17,0,20,0,0,0,436,ConfusionMatrix_RF_2020-08-10.csv,RF,2020-08-10,0.9300087489063867,0.913316517711031,0.8048740362532639
477,0,2,0,6,0,23,0,396,0,0,37,0,0,1,5,342,0,3,0,46,0,0,0,54,0,0,0,5,67,64,0,277,0,3,0,0,5,0,0,0,0,48,0,34,0,0,0,391,ConfusionMatrix_SVM_2020-08-10.csv,SVM,2020-08-10,0.847331583552056,0.8109294061941454,0.7418246008644427
473,0,2,0,1,0,10,0,443,0,0,3,2,0,7,1,363,0,8,0,42,2,0,0,49,0,0,0,0,3,4,0,235,0,1,0,1,1,0,0,2,0,24,3,36,0,0,0,404,ConfusionMatrix_CART_2020-08-12.csv,CART,2020-08-12,0.9287735849056604,0.911066784644213,0.8758118420547636
313,0,0,0,0,0,1,0,317,0,0,1,1,0,0,0,308,0,3,1,4,0,0,1,294,0,0,0,0,1,0,0,138,0,0,11,35,78,7,35,129,1,2,0,15,0,0,0,304,ConfusionMatrix_Cons_2020-08-12.csv,Cons,2020-08-12,0.9015,0.8843324145491034,0.8867537685396494
474,0,1,0,0,0,11,0,447,0,0,1,0,0,0,1,391,0,2,0,27,0,0,0,51,0,0,0,1,0,2,0,240,0,0,0,1,0,0,0,3,0,12,2,13,0,0,1,439,ConfusionMatrix_GBT_2020-08-12.csv,GBT,2020-08-12,0.964622641509434,0.9558320819089875,0.9401325778862438
478,0,0,0,0,0,8,0,440,5,0,3,0,0,1,19,343,0,5,0,53,3,0,0,48,0,0,0,5,25,15,0,196,0,2,0,4,0,0,0,0,0,18,2,28,0,0,0,419,ConfusionMatrix_KNN_2020-08-12.csv,KNN,2020-08-12,0.9075471698113208,0.8841828735480005,0.7824807534729538
474,0,1,0,0,0,11,0,447,0,0,1,0,0,0,2,380,0,1,0,38,1,0,0,50,0,0,0,1,1,3,0,236,0,2,0,2,1,0,0,1,0,13,2,10,0,0,0,442,ConfusionMatrix_RF_2020-08-12.csv,RF,2020-08-12,0.9575471698113207,0.9469475370088197,0.8838617694642454
477,0,1,0,0,0,8,0,447,0,0,1,0,0,3,5,355,0,6,0,52,0,0,0,51,0,0,0,2,5,11,0,225,0,0,0,1,0,0,0,3,0,30,2,20,0,1,0,414,ConfusionMatrix_SVM_2020-08-12.csv,SVM,2020-08-12,0.930188679245283,0.9127467935642418,0.928806026456379
476,0,0,0,1,2,30,0,16,0,0,9,0,0,0,0,312,0,12,3,14,0,0,0,51,0,0,0,7,7,5,0,394,0,2,0,0,2,0,1,3,1,38,0,12,0,3,0,449,ConfusionMatrix_CART_2020-11-08.csv,CART,2020-11-08,0.9194594594594595,0.8947063236559157,0.8232888734209979
291,0,0,0,0,0,2,0,117,0,0,65,0,0,0,1,284,0,12,1,6,3,0,0,271,15,0,3,1,0,0,0,305,0,1,16,25,116,0,112,34,5,2,0,0,0,1,0,311,ConfusionMatrix_Cons_2020-11-08.csv,Cons,2020-11-08,0.8065,0.7730997765882942,0.7662351645168471
486,0,0,0,0,1,22,0,14,0,0,11,0,0,0,0,327,0,8,0,6,0,0,0,51,0,0,0,6,2,0,0,406,0,1,0,0,2,0,0,5,0,20,0,2,0,0,0,480,ConfusionMatrix_GBT_2020-11-08.csv,GBT,2020-11-08,0.9562162162162162,0.9426759267583112,0.8990858974968405
473,0,0,0,0,0,36,0,14,0,0,11,0,0,1,0,318,0,5,0,17,0,0,0,51,0,0,0,16,16,18,3,359,0,3,1,0,6,0,0,0,0,24,0,6,0,0,0,472,ConfusionMatrix_KNN_2020-11-08.csv,KNN,2020-11-08,0.9118918918918919,0.8847951795445446,0.7361128774941438
478,0,0,0,1,1,29,0,11,0,0,14,0,0,0,0,327,0,7,0,7,0,0,0,51,0,0,0,8,2,5,1,398,0,1,0,0,2,0,0,4,1,22,0,7,0,0,0,473,ConfusionMatrix_RF_2020-11-08.csv,RF,2020-11-08,0.9416216216216217,0.9235599486267765,0.8602889257022248
474,0,0,0,0,0,35,0,22,0,0,2,1,0,4,1,295,0,21,1,19,0,0,0,51,0,0,0,13,150,33,5,213,0,1,0,0,6,0,0,1,0,86,0,10,0,1,0,405,ConfusionMatrix_SVM_2020-11-08.csv,SVM,2020-11-08,0.7897297297297298,0.7309745774433594,0.6578721958275715
447,0,1,0,2,0,37,0,0,0,0,0,0,0,1,0,263,0,4,0,81,0,0,0,43,0,0,0,2,0,1,0,411,1,2,0,0,0,0,1,2,2,32,0,71,0,10,0,344,ConfusionMatrix_CART_2021-03-03.csv,CART,2021-03-03,0.8589306029579067,0.814100246283574,0.7012371922262053
285,0,0,0,0,0,3,0,0,0,0,15,0,0,0,0,312,0,15,0,21,17,0,0,308,0,0,0,0,0,1,0,311,0,1,17,0,122,5,148,30,36,4,0,29,0,0,0,320,ConfusionMatrix_Cons_2021-03-03.csv,Cons,2021-03-03,0.783,0.7405461503535059,0.6384317022208817
466,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,297,0,3,0,49,1,0,0,42,0,0,0,1,0,1,0,413,0,2,0,0,1,0,1,3,0,13,0,84,0,0,0,360,ConfusionMatrix_GBT_2021-03-03.csv,GBT,2021-03-03,0.8993174061433447,0.8675677470097343,0.7589474350563428
461,0,1,0,0,0,25,0,0,0,0,0,0,0,0,0,303,1,5,0,40,1,0,0,42,0,0,0,3,0,4,0,392,0,18,1,0,2,0,0,0,2,27,0,109,0,0,0,321,ConfusionMatrix_KNN_2021-03-03.csv,KNN,2021-03-03,0.8640500568828214,0.8213066632869791,0.630526363689482
455,0,1,0,0,0,31,0,0,0,0,0,0,0,0,0,302,0,3,0,44,1,0,0,42,0,0,0,2,0,2,0,411,0,2,0,0,1,0,1,2,1,19,0,101,0,0,0,337,ConfusionMatrix_RF_2021-03-03.csv,RF,2021-03-03,0.8811149032992036,0.843762969363387,0.7233579451464182
425,0,1,0,1,0,60,0,0,0,0,0,0,0,0,0,249,1,1,0,98,0,0,0,43,0,0,0,0,0,5,0,410,0,2,0,0,0,0,1,2,2,30,0,83,0,1,0,343,ConfusionMatrix_SVM_2021-03-03.csv,SVM,2021-03-03,0.8373151308304891,0.7856547236380564,0.6981458934348641
442,0,9,0,4,1,24,0,6,0,0,2,0,0,18,0,263,0,10,4,135,1,0,0,65,0,0,0,3,0,4,0,305,4,4,1,0,2,0,0,5,1,21,0,115,0,5,0,371,ConfusionMatrix_CART_2021-03-05.csv,CART,2021-03-05,0.7983561643835616,0.7361775043004717,0.7844992638448703
346,0,1,0,0,0,2,0,13,0,0,42,2,0,3,0,293,0,2,1,39,18,0,0,333,0,0,0,1,0,1,0,199,0,0,40,5,103,2,57,80,55,0,0,12,0,0,0,350,ConfusionMatrix_Cons_2021-03-05.csv,Cons,2021-03-05,0.807,0.7695714297227186,0.7217553927938394
453,0,17,0,0,0,10,0,6,0,0,2,0,0,4,1,329,1,4,0,91,0,0,0,65,0,1,0,0,0,0,0,318,2,0,1,0,3,0,0,4,1,11,0,81,0,0,0,420,ConfusionMatrix_GBT_2021-03-05.csv,GBT,2021-03-05,0.873972602739726,0.8350808153117296,0.8292300943416034
440,0,19,0,1,0,20,0,0,5,0,1,0,2,19,0,266,0,14,0,131,0,0,0,66,0,0,0,9,0,13,0,294,0,4,1,0,5,0,1,1,1,13,0,101,0,0,0,398,ConfusionMatrix_KNN_2021-03-05.csv,KNN,2021-03-05,0.8027397260273973,0.7408118388630753,0.6322888095346089
449,0,14,0,0,0,17,0,6,0,0,2,0,0,4,1,313,0,3,0,109,0,0,0,66,0,0,0,3,0,2,0,313,0,2,1,0,2,0,1,4,1,11,0,86,0,1,0,414,ConfusionMatrix_RF_2021-03-05.csv,RF,2021-03-05,0.8575342465753425,0.813322076267669,0.8378114607555821
415,0,5,0,7,0,53,0,5,1,0,0,0,2,21,1,134,0,2,2,270,0,0,0,66,0,0,0,2,1,5,0,307,0,5,1,0,5,0,0,3,0,36,0,39,0,0,1,436,ConfusionMatrix_SVM_2021-03-05.csv,SVM,2021-03-05,0.7484931506849315,0.6680604554566791,0.7166368456482894
494,0,7,2,4,0,12,0,9,1,0,0,0,0,11,0,252,0,0,1,60,0,0,0,42,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0,3,6,4,1,47,0,2,2,419,ConfusionMatrix_CART_2021-03-30.csv,CART,2021-03-30,0.8858156028368794,0.836090785819806,0.8259332659180998
377,0,0,0,0,0,2,0,77,0,0,1,0,4,1,1,356,0,0,3,24,65,0,0,319,0,0,1,0,0,0,0,33,0,0,35,69,173,1,9,22,69,0,2,10,0,0,0,346,ConfusionMatrix_Cons_2021-03-30.csv,Cons,2021-03-30,0.765,0.7156141161891808,0.7229008557053265
507,0,10,0,0,0,2,0,10,0,0,0,0,0,4,0,291,0,0,0,29,2,0,0,39,1,0,0,0,0,0,0,30,0,0,2,0,2,0,0,5,1,5,0,25,0,0,0,445,ConfusionMatrix_GBT_2021-03-30.csv,GBT,2021-03-30,0.9411347517730496,0.9153584950692689,0.9166695108151773
498,0,13,0,0,0,8,0,10,0,0,0,0,0,6,1,251,0,0,0,66,3,0,0,39,0,0,0,0,0,0,0,28,0,2,0,0,10,0,0,0,0,1,0,39,0,0,0,435,ConfusionMatrix_KNN_2021-03-30.csv,KNN,2021-03-30,0.8943262411347518,0.84750925984396,0.7887283095449297
504,0,11,0,0,0,4,0,10,0,0,0,0,0,2,0,285,0,1,0,36,2,0,0,39,1,0,0,0,0,0,0,30,0,0,2,0,6,0,0,1,1,4,0,32,0,0,0,439,ConfusionMatrix_RF_2021-03-30.csv,RF,2021-03-30,0.9276595744680851,0.8959642942397696,0.8391364072734433
486,0,26,0,0,0,7,0,10,0,0,0,0,0,15,0,227,0,0,0,82,1,0,0,41,0,0,0,0,0,0,0,30,0,0,1,0,7,0,0,2,0,13,0,74,0,0,0,388,ConfusionMatrix_SVM_2021-03-30.csv,SVM,2021-03-30,0.8397163120567376,0.7695483607819995,0.823644461518321
492,0,0,0,1,1,23,0,0,0,0,0,0,0,0,0,27,0,2,0,21,1,0,0,44,0,0,0,1,0,7,0,186,1,1,1,0,0,0,1,4,1,24,0,9,0,3,3,469,ConfusionMatrix_CART_2021-04-19.csv,CART,2021-04-19,0.9236583522297808,0.8866030474428551,0.6989179146426479
430,0,0,0,0,0,1,0,0,0,0,31,0,0,1,0,50,0,10,5,11,0,0,0,446,0,1,0,0,0,0,0,158,0,0,31,0,33,2,96,190,78,6,0,1,0,1,0,418,ConfusionMatrix_Cons_2021-04-19.csv,Cons,2021-04-19,0.846,0.8101175298510037,0.6817890664039049
509,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,34,0,2,0,14,1,0,0,44,0,0,0,1,0,4,0,191,0,0,0,0,0,0,0,5,2,15,0,8,0,1,1,483,ConfusionMatrix_GBT_2021-04-19.csv,GBT,2021-04-19,0.9569160997732427,0.9360271531060904,0.767429092473826
499,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,21,0,2,0,27,2,0,0,43,0,0,0,4,0,4,0,183,0,5,2,0,0,0,0,1,4,24,0,13,0,4,0,467,ConfusionMatrix_KNN_2021-04-19.csv,KNN,2021-04-19,0.9176114890400605,0.8768379464194208,0.6445738500548874
503,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,28,0,2,0,20,0,0,0,45,0,0,0,1,0,4,0,190,0,1,0,0,0,0,1,5,1,19,0,7,0,2,1,479,ConfusionMatrix_RF_2021-04-19.csv,RF,2021-04-19,0.9448223733938019,0.9178806561792937,0.7534400486330649
